date,region,product_id,category,revenue,orders,units,avg_unit_price,cogs,gross_margin
2025-05-02,East,P043,Fashion,0.0,1,1,2960.14,1839.56,
2025-05-02,East,P045,Fashion,3164.28,1,1,3245.08,2061.18,0.3486101103568585
2025-05-02,East,P046,Fashion,3356.87,1,1,3432.38,2199.33,0.3448271753151001
2025-05-02,East,P049,Fashion,3843.45,1,1,3970.1,2605.33,0.3221376627769322
2025-05-02,East,P053,Sports,7879.65,2,2,4022.7349999999997,5153.860000000001,0.3459278013617355
2025-05-02,East,P054,Sports,4022.8,2,4,4105.66,10511.2,-1.612906433330019
2025-05-02,East,P056,Sports,4455.72,1,1,4551.3,2803.22,0.3708715987539613
2025-05-02,North,P001,Electronics,14419.45,1,1,14850.1,9137.47,0.36630939460242945
2025-05-02,North,P003,Electronics,30502.77,2,3,15883.195,31022.91,-0.01705222181460895
2025-05-02,North,P004,Electronics,32579.6,2,2,16805.15,21678.79,0.3345900502154722
2025-05-02,North,P005,Electronics,33456.26,1,2,17071.26,22634.4,0.32346293339422877
2025-05-02,North,P006,Electronics,17610.68,1,1,18378.92,12029.85,0.3169003127647541
2025-05-02,North,P007,Electronics,55874.67,2,3,18969.735,37497.94,0.3288919648205528
2025-05-02,North,P008,Electronics,37731.85,1,2,19245.05,24057.38,0.3624118615970327
2025-05-02,North,P009,Electronics,79045.32,2,4,20184.605000000003,52252.46,0.3389556775783817
2025-05-02,North,P012,Home,4363.71,1,1,4496.82,2744.99,0.37095040687855063
2025-05-02,North,P014,Home,9318.07,2,2,4864.175,5991.48,0.3570041864892623
2025-05-02,North,P015,Home,14335.45,2,3,4868.9349999999995,9440.95,0.3414263242521162
2025-05-02,North,P016,Home,5028.44,1,1,5169.04,3299.49,0.3438342706684379
2025-05-02,North,P021,Beauty,4959.95,1,3,1664.97,3428.42,0.3087793223722013
2025-05-02,North,P023,Beauty,1734.63,1,1,1792.71,1153.79,0.33484950681125086
2025-05-02,North,P024,Beauty,3937.68,1,2,1968.84,2708.05,0.31227270880315305
2025-05-02,North,P026,Beauty,2088.87,1,1,2123.27,1345.59,0.3558287495152882
2025-05-02,North,P028,Beauty,6753.35,1,3,2286.56,4603.72,0.3183057297489394
2025-05-02,North,P032,Grocery,1599.31,1,2,813.07,1092.42,0.31694293163926934
2025-05-02,North,P033,Grocery,822.14,1,1,830.44,571.03,0.3054345975138055
2025-05-02,North,P034,Grocery,6007.66,6,9,871.7133333333333,5006.84,0.16659065260018038
2025-05-02,North,P037,Grocery,2901.26,1,3,992.19,1845.05,0.3640521704362933
2025-05-02,North,P039,Grocery,990.81,1,1,1018.72,669.49,0.3243003199402509
2025-05-02,North,P042,Fashion,11411.169999999998,2,4,2940.09,7402.62,0.3512829972737238
2025-05-02,North,P043,Fashion,8633.720000000001,2,3,2938.77,5852.280000000001,0.3221600885829052
2025-05-02,North,P044,Fashion,12386.93,3,4,3187.383333333333,8644.58,0.3021208644918475
2025-05-02,North,P048,Fashion,6891.88,1,2,3550.32,4653.63,0.3247662466554844
2025-05-02,North,P049,Fashion,11327.61,2,3,3813.325,7598.98,0.32916299201685095
2025-05-02,North,P051,Sports,3530.58,1,1,3533.05,2277.39,0.3549530105535068
2025-05-02,North,P052,Sports,18149.13,2,5,3737.93,11725.99,0.35390897525115533
2025-05-02,North,P055,Sports,4172.47,1,1,4318.88,2732.33,0.3451528710811582
2025-05-02,North,P058,Sports,4655.17,1,1,4705.99,2878.89,0.38157145711112594
2025-05-02,North,P059,Sports,5004.61,1,1,5066.42,3336.71,0.33327272254980905
2025-05-02,North,P060,Sports,5027.53,1,1,5247.94,3350.01,0.3336668304316433
2025-05-02,South,P001,Electronics,55201.66,3,4,14287.746666666666,37317.5,0.323978662960498
2025-05-02,South,P002,Electronics,44686.1,2,3,15442.295,30439.239999999998,0.3188208413802055
2025-05-02,South,P004,Electronics,15934.39,1,1,16185.26,10956.43,0.31240354980642493
2025-05-02,South,P005,Electronics,34207.7,1,2,17616.49,22190.04,0.35131447013391714
2025-05-02,South,P009,Electronics,18992.92,1,1,19596.49,12947.61,0.31829281648108865
2025-05-02,South,P011,Home,7958.33,1,2,4093.37,5438.39,0.3166418080175112
2025-05-02,South,P012,Home,21622.19,4,5,4424.285,14071.18,0.3492250322469648
2025-05-02,South,P013,Home,21890.14,3,5,4550.116666666667,14460.36,0.3394121737001225
2025-05-02,South,P014,Home,14751.32,1,3,4956.26,9560.46,0.3518912205822937
2025-05-02,South,P015,Home,4804.14,1,1,4954.76,3032.76,0.36871947944897526
2025-05-02,South,P018,Home,32863.91,2,6,5566.235000000001,22279.82,0.32205814828485113
2025-05-02,South,P021,Beauty,3313.41,2,2,1684.905,2085.2799999999997,0.3706544013569103
2025-05-02,South,P022,Beauty,1703.2,1,1,1748.13,1094.51,0.3573802254579615
2025-05-02,South,P025,Beauty,7885.42,2,4,2030.24,5064.85,0.35769432699843506
2025-05-02,South,P026,Beauty,8326.94,2,4,2095.995,5747.96,0.3097152135118063
2025-05-02,South,P027,Beauty,4240.69,1,2,2139.17,2751.24,0.35122821993590664
2025-05-02,South,P028,Beauty,6636.4,2,3,2259.98,4397.4400000000005,0.33737568561268144
2025-05-02,South,P029,Beauty,2350.01,1,1,2379.28,1491.81,0.36518993536197725
2025-05-02,South,P030,Beauty,7303.08,1,3,2512.5,4831.54,0.3384243360335639
2025-05-02,South,P033,Grocery,3194.35,2,4,815.5,2119.89,0.33636264028675633
2025-05-02,South,P037,Grocery,1903.29,1,2,973.75,1303.57,0.31509649081327595
2025-05-02,South,P038,Grocery,1019.69,1,1,1037.54,647.62,0.3648854063489885
2025-05-02,South,P042,Fashion,8553.9,1,3,2863.04,5503.26,0.356637323326202
2025-05-02,South,P043,Fashion,3034.78,1,1,3062.65,2058.33,0.32175314190814497
2025-05-02,South,P044,Fashion,6183.38,1,2,3178.79,4154.21,0.32816517826819636
2025-05-02,South,P049,Fashion,3849.76,1,1,3909.18,2522.1,0.344868251527368
2025-05-02,South,P051,Sports,10867.59,2,3,3713.9449999999997,6938.530000000001,0.3615392189068597
2025-05-02,South,P055,Sports,8483.2,1,2,4319.79,5435.56,0.3592559411542814
2025-05-02,South,P059,Sports,29577.36,3,6,5044.626666666667,20129.829999999998,0.31941762212719466
2025-05-02,West,P001,Electronics,27953.32,2,2,14305.375,18285.07,0.3458712596571713
2025-05-02,West,P002,Electronics,44028.2,2,3,14884.435000000001,29725.1,0.32486224737781694
2025-05-02,West,P003,Electronics,46074.85,1,3,15690.93,30499.74,0.33803929909701275
2025-05-02,West,P004,Electronics,16730.09,1,1,16933.29,10808.98,0.35391979361736847
2025-05-02,West,P005,Electronics,32868.0,1,2,17170.62,22452.03,0.3169030668127054
2025-05-02,West,P008,Electronics,0.0,1,3,19128.36,36963.39,
2025-05-02,West,P009,Electronics,78671.26999999999,2,4,20140.13,50524.81,0.3577730472636325
2025-05-02,West,P011,Home,16524.79,2,4,4184.115,10866.970000000001,0.34238377613270726
2025-05-02,West,P012,Home,20625.47,3,8,4336.746666666667,22485.410000000003,-0.09017685415168732
2025-05-02,West,P015,Home,4734.06,1,1,4815.44,3110.13,0.3430311402897302
2025-05-02,West,P016,Home,9643.95,1,2,5001.01,6537.07,0.3221584516717736
2025-05-02,West,P018,Home,32837.39,2,6,5682.549999999999,22794.46,0.30583825328383285
2025-05-02,West,P019,Home,11263.93,2,2,5825.33,7697.99,0.31658044749922987
2025-05-02,West,P022,Beauty,6695.25,3,5,1744.7133333333334,5634.74,0.15839737127067702
2025-05-02,West,P023,Beauty,7132.84,3,4,1836.9833333333333,4691.94,0.3422059095675776
2025-05-02,West,P024,Beauty,1892.27,1,1,1971.73,1229.35,0.35033055536472074
2025-05-02,West,P026,Beauty,11920.18,3,6,2080.9233333333336,7913.429999999999,0.3361316691526471
2025-05-02,West,P027,Beauty,2129.91,1,1,2168.51,1377.25,0.3533764337460268
2025-05-02,West,P032,Grocery,4705.950000000001,2,6,790.315,3065.76,0.348535364804131
2025-05-02,West,P034,Grocery,894.8,1,1,894.8,578.69,0.3532744747429592
2025-05-02,West,P035,Grocery,2599.23,2,3,894.755,1707.09,0.34323241883173095
2025-05-02,West,P039,Grocery,1011.62,1,1,1042.16,708.04,0.30009292026650325
2025-05-02,West,P044,Fashion,17987.13,3,6,3086.896666666667,12500.08,0.3050542248819017
2025-05-02,West,P046,Fashion,3318.92,1,1,3378.38,2062.25,0.3786382317139311
2025-05-02,West,P048,Fashion,10532.86,1,3,3659.15,7146.36,0.32151761250030864
2025-05-02,West,P051,Sports,3323.88,1,1,3503.98,2159.77,0.35022624162123783
2025-05-02,West,P052,Sports,11402.5,2,3,3836.39,7545.950000000001,0.3382196886647664
2025-05-02,West,P054,Sports,12330.76,2,3,4214.545,8282.03,0.32834391391933665
2025-05-02,West,P055,Sports,4178.03,1,1,4260.25,2672.98,0.3602295818842851
2025-05-02,West,P058,Sports,4713.42,1,1,4906.75,3262.28,0.30787411264007875
2025-05-03,East,P004,Electronics,16514.81,1,1,16649.67,10760.53,0.3484314987577817
2025-05-03,East,P005,Electronics,100783.07,2,6,17255.345,66472.35,0.340441306263046
2025-05-03,East,P007,Electronics,35560.33,1,2,18337.63,23895.68,0.3280242337458623
2025-05-03,East,P009,Electronics,20119.99,1,1,20507.58,12804.53,0.36359163200379324
2025-05-03,East,P010,Electronics,61705.35,1,3,20613.8,40431.48,0.34476540526874894
2025-05-03,East,P011,Home,8015.66,1,2,4056.92,5196.76,0.35167409795325644
2025-05-03,East,P012,Home,21093.64,3,5,4349.7733333333335,13313.52,0.36883724193643197
2025-05-03,East,P015,Home,0.0,2,3,4865.780000000001,9662.41,
2025-05-03,East,P016,Home,14991.31,1,3,5143.17,9380.34,0.3742815004159076
2025-05-03,East,P017,Home,5399.71,1,1,5614.76,3629.03,0.3279213142928046
2025-05-03,East,P022,Beauty,5179.52,1,3,1766.79,3454.63,0.33302120659829487
2025-05-03,East,P025,Beauty,1978.81,1,1,2037.91,1421.05,0.28186637423502003
2025-05-03,East,P026,Beauty,3982.9399999999996,2,2,2073.045,2689.87,0.32465214138299847
2025-05-03,East,P028,Beauty,8816.34,2,4,2296.46,5579.3,0.3671636983147202
2025-05-03,East,P029,Beauty,2287.25,1,1,2345.18,1457.8,0.36264072576237844
2025-05-03,East,P030,Beauty,2361.58,1,1,2448.5,1623.23,0.31265085239543017
2025-05-03,East,P032,Grocery,757.89,1,1,782.38,487.05,0.35736056683687606
2025-05-03,East,P033,Grocery,1624.32,1,2,819.95,1055.04,0.35047281323877066
2025-05-03,East,P035,Grocery,4390.24,3,5,912.2366666666667,2930.48,0.33250118444549726
2025-05-03,East,P037,Grocery,977.62,1,1,1000.02,631.9,0.35363433644974535
2025-05-03,East,P040,Grocery,1015.26,1,1,1057.12,685.87,0.3244390599452357
2025-05-03,East,P041,Fashion,5326.8099999999995,2,2,2738.7200000000003,3475.19,0.34760391303613225
2025-05-03,East,P042,Fashion,5589.83,2,2,2877.98,3748.4799999999996,0.3294107334212311
2025-05-03,East,P043,Fashion,5743.74,1,2,2930.18,3512.62,0.3884437666050343
2025-05-03,East,P044,Fashion,15399.220000000001,2,5,3157.375,10484.720000000001,0.31913954083388635
2025-05-03,East,P047,Fashion,3389.44,1,1,3469.59,2370.51,0.3006189813066465
2025-05-03,East,P051,Sports,6823.76,2,2,3569.815,4570.9400000000005,0.3301434985990128
2025-05-03,East,P054,Sports,12070.33,1,3,4129.15,8025.35,0.33511759827610343
2025-05-03,East,P055,Sports,4309.72,1,1,4440.26,2757.03,0.3602763056532675
2025-05-03,East,P058,Sports,4426.37,1,1,4550.13,2936.02,0.336698016659249
2025-05-03,North,P001,Electronics,42567.76,3,3,14565.873333333331,27378.9,0.35681605045696557
2025-05-03,North,P002,Electronics,44924.7,2,3,15174.96,28965.75,0.35523776452597344
2025-05-03,North,P003,Electronics,15419.62,1,1,15896.52,10121.68,0.34358434254540643
2025-05-03,North,P004,Electronics,63517.48,2,4,16576.675,42292.240000000005,0.3341637609048721
2025-05-03,North,P005,Electronics,65667.51999999999,2,4,17124.68,43125.71,0.34327183362490304
2025-05-03,North,P007,Electronics,36385.24,1,2,18829.04,23569.09,0.35223486226832634
2025-05-03,North,P010,Electronics,101692.48000000001,3,5,20855.196666666667,68347.53,0.3278998604419915
2025-05-03,North,P011,Home,16081.2,3,4,4208.466666666666,10717.49,0.3335391637439992
2025-05-03,North,P014,Home,13730.55,2,3,4732.425,9153.69,0.33333406163627816
2025-05-03,North,P016,Home,5278.6,1,1,5375.9,3478.48,0.3410222407456523
2025-05-03,North,P017,Home,37632.4,4,7,5519.85,24625.66,0.345626109416354
2025-05-03,North,P018,Home,16533.97,2,3,5626.445,11061.61,0.33097677085418686
2025-05-03,North,P019,Home,16907.690000000002,3,4,5786.88,14234.26,0.15811917535748538
2025-05-03,North,P021,Beauty,1633.25,1,1,1702.54,1092.32,0.33119853053727233
2025-05-03,North,P023,Beauty,5413.360000000001,2,3,1807.4250000000002,3520.74,0.3496201989152764
2025-05-03,North,P024,Beauty,3729.66,1,2,1960.5,2370.47,0.3644273204528027
2025-05-03,North,P026,Beauty,10584.69,2,5,2184.135,6912.61,0.34692371718019144
2025-05-03,North,P028,Beauty,2279.24,1,1,2359.71,1511.51,0.33683596286481454
2025-05-03,North,P034,Grocery,2508.83,2,3,864.0450000000001,1690.63,0.32612811549606785
2025-05-03,North,P038,Grocery,3913.09,3,4,1014.3533333333334,2523.66,0.35507233414002753
2025-05-03,North,P041,Fashion,15901.28,3,6,2687.4300000000003,10621.67,0.3320242144028657
2025-05-03,North,P044,Fashion,6062.19,1,2,3133.56,3944.42,0.349340749795041
2025-05-03,North,P050,Fashion,15231.54,2,4,3880.29,10411.95,0.3164217144162704
2025-05-03,North,P052,Sports,11063.96,1,3,3832.47,7595.55,0.313487214342785
2025-05-03,North,P053,Sports,15266.27,2,4,3947.0550000000003,10272.19,0.3271316438134528
2025-05-03,North,P054,Sports,20512.62,3,6,4221.343333333333,16563.11,0.19254049458333447
