date,region,product_id,available_snapshots,snapshots,stockout_hours,avg_stock,replenishment_qty,availability_pct
2025-05-01,North,P007,6,6,0.0,88.66666666666667,43,1.0
2025-05-01,North,P008,6,6,0.0,92.16666666666667,56,1.0
2025-05-01,North,P009,6,6,0.0,71.0,47,1.0
2025-05-01,North,P010,6,6,0.0,78.16666666666667,20,1.0
2025-05-01,North,P011,6,6,0.0,74.16666666666667,26,1.0
2025-05-01,North,P012,6,6,0.0,90.66666666666667,39,1.0
2025-05-01,North,P013,6,6,0.0,76.0,34,1.0
2025-05-01,North,P014,5,6,4.0,70.16666666666667,24,0.8333333333333334
2025-05-01,North,P015,6,6,0.0,83.0,3,1.0
2025-05-01,North,P016,6,6,0.0,97.5,30,1.0
2025-05-01,North,P017,6,6,0.0,81.33333333333333,31,1.0
2025-05-01,North,P018,6,6,0.0,84.66666666666667,32,1.0
2025-05-01,North,P019,6,6,0.0,97.33333333333333,28,1.0
2025-05-01,North,P021,6,6,0.0,50.5,21,1.0
2025-05-01,North,P022,6,6,0.0,93.66666666666667,45,1.0
2025-05-01,North,P023,6,6,0.0,67.16666666666667,35,1.0
2025-05-01,North,P024,5,6,4.0,65.16666666666667,40,0.8333333333333334
2025-05-01,North,P025,6,6,0.0,89.83333333333333,43,1.0
2025-05-01,North,P026,5,6,4.0,67.0,27,0.8333333333333334
2025-05-01,North,P027,4,6,8.0,47.166666666666664,32,0.6666666666666666
2025-05-01,North,P028,6,6,0.0,90.0,26,1.0
2025-05-01,North,P029,6,6,0.0,107.83333333333333,30,1.0
2025-05-01,North,P030,6,6,0.0,83.16666666666667,30,1.0
2025-05-01,North,P031,6,6,0.0,69.16666666666667,49,1.0
2025-05-01,North,P032,4,6,8.0,53.666666666666664,28,0.6666666666666666
2025-05-01,North,P033,6,6,0.0,89.16666666666667,29,1.0
2025-05-01,North,P034,6,6,0.0,77.66666666666667,46,1.0
2025-05-01,North,P035,6,6,0.0,96.83333333333333,33,1.0
2025-05-01,North,P036,6,6,0.0,89.33333333333333,21,1.0
2025-05-01,North,P037,6,6,0.0,98.33333333333333,52,1.0
2025-05-01,North,P038,6,6,0.0,89.5,44,1.0
2025-05-01,North,P039,6,6,0.0,90.16666666666667,21,1.0
2025-05-01,North,P040,6,6,0.0,71.66666666666667,41,1.0
2025-05-01,North,P041,6,6,0.0,86.66666666666667,43,1.0
2025-05-01,North,P042,5,6,4.0,70.66666666666667,33,0.8333333333333334
2025-05-01,North,P043,6,6,0.0,79.0,32,1.0
2025-05-01,North,P044,6,6,0.0,62.166666666666664,14,1.0
2025-05-01,North,P045,6,6,0.0,98.16666666666667,29,1.0
2025-05-01,North,P046,6,6,0.0,85.33333333333333,31,1.0
2025-05-01,North,P047,6,6,0.0,81.66666666666667,36,1.0
2025-05-01,North,P048,6,6,0.0,83.0,31,1.0
2025-05-01,North,P049,5,6,4.0,62.666666666666664,29,0.8333333333333334
2025-05-01,North,P050,5,6,4.0,72.66666666666667,48,0.8333333333333334
2025-05-01,North,P051,5,6,4.0,64.0,38,0.8333333333333334
2025-05-01,North,P052,6,6,0.0,86.5,26,1.0
2025-05-01,North,P053,5,6,4.0,58.0,46,0.8333333333333334
2025-05-01,North,P054,6,6,0.0,69.5,22,1.0
2025-05-01,North,P055,6,6,0.0,84.33333333333333,35,1.0
2025-05-01,North,P056,6,6,0.0,89.0,12,1.0
2025-05-01,North,P057,5,6,4.0,72.5,67,0.8333333333333334
2025-05-01,North,P058,6,6,0.0,91.83333333333333,34,1.0
2025-05-01,North,P059,6,6,0.0,90.33333333333333,35,1.0
2025-05-01,North,P060,6,6,0.0,64.5,49,1.0
2025-05-01,South,P001,6,6,0.0,105.0,57,1.0
2025-05-01,South,P002,6,6,0.0,83.16666666666667,12,1.0
2025-05-01,South,P003,5,6,4.0,80.83333333333333,35,0.8333333333333334
2025-05-01,South,P004,6,6,0.0,113.16666666666667,27,1.0
2025-05-01,South,P005,6,6,0.0,88.33333333333333,60,1.0
2025-05-01,South,P006,6,6,0.0,87.0,51,1.0
2025-05-01,South,P007,6,6,0.0,92.66666666666667,38,1.0
2025-05-01,South,P008,6,6,0.0,93.83333333333333,57,1.0
2025-05-01,South,P009,6,6,0.0,85.66666666666667,35,1.0
2025-05-01,South,P010,5,6,4.0,58.333333333333336,49,0.8333333333333334
2025-05-01,South,P011,5,6,4.0,53.0,32,0.8333333333333334
2025-05-01,South,P012,5,6,4.0,77.16666666666667,38,0.8333333333333334
2025-05-01,South,P013,6,6,0.0,63.166666666666664,44,1.0
2025-05-01,South,P014,6,6,0.0,91.5,14,1.0
2025-05-01,South,P015,5,6,4.0,71.0,46,0.8333333333333334
2025-05-01,South,P016,6,6,0.0,85.66666666666667,28,1.0
2025-05-01,South,P017,5,6,4.0,64.83333333333333,34,0.8333333333333334
2025-05-01,South,P018,6,6,0.0,88.16666666666667,23,1.0
2025-05-01,South,P019,6,6,0.0,75.83333333333333,39,1.0
2025-05-01,South,P021,6,6,0.0,90.16666666666667,41,1.0
2025-05-01,South,P022,6,6,0.0,80.66666666666667,24,1.0
2025-05-01,South,P023,6,6,0.0,88.5,40,1.0
2025-05-01,South,P024,6,6,0.0,101.5,41,1.0
2025-05-01,South,P025,6,6,0.0,90.0,12,1.0
2025-05-01,South,P026,6,6,0.0,93.66666666666667,34,1.0
2025-05-01,South,P027,6,6,0.0,71.5,38,1.0
2025-05-01,South,P028,6,6,0.0,66.83333333333333,33,1.0
2025-05-01,South,P029,6,6,0.0,78.5,48,1.0
2025-05-01,South,P030,5,6,4.0,68.16666666666667,19,0.8333333333333334
2025-05-01,South,P031,6,6,0.0,90.5,34,1.0
2025-05-01,South,P032,6,6,0.0,73.33333333333333,31,1.0
2025-05-01,South,P033,6,6,0.0,73.0,20,1.0
2025-05-01,South,P034,6,6,0.0,82.66666666666667,47,1.0
2025-05-01,South,P035,5,6,4.0,76.5,38,0.8333333333333334
2025-05-01,South,P036,6,6,0.0,87.83333333333333,44,1.0
2025-05-01,South,P037,6,6,0.0,58.5,40,1.0
2025-05-01,South,P038,6,6,0.0,81.83333333333333,45,1.0
2025-05-01,South,P039,6,6,0.0,79.5,32,1.0
2025-05-01,South,P040,5,6,4.0,77.83333333333333,33,0.8333333333333334
2025-05-01,South,P041,6,6,0.0,99.33333333333333,42,1.0
2025-05-01,South,P042,6,6,0.0,71.5,54,1.0
2025-05-01,South,P043,6,6,0.0,86.66666666666667,48,1.0
2025-05-01,South,P044,6,6,0.0,68.16666666666667,40,1.0
2025-05-01,South,P045,6,6,0.0,86.66666666666667,41,1.0
2025-05-01,South,P046,6,6,0.0,84.83333333333333,45,1.0
2025-05-01,South,P047,6,6,0.0,96.16666666666667,46,1.0
2025-05-01,South,P048,6,6,0.0,79.83333333333333,29,1.0
2025-05-01,South,P049,6,6,0.0,108.66666666666667,42,1.0
2025-05-01,South,P050,6,6,0.0,93.66666666666667,63,1.0
2025-05-01,South,P051,6,6,0.0,84.5,39,1.0
2025-05-01,South,P052,6,6,0.0,88.83333333333333,30,1.0
2025-05-01,South,P053,6,6,0.0,71.5,25,1.0
2025-05-01,South,P054,6,6,0.0,66.33333333333333,25,1.0
2025-05-01,South,P055,6,6,0.0,80.66666666666667,38,1.0
2025-05-01,South,P056,6,6,0.0,76.0,51,1.0
2025-05-01,South,P057,6,6,0.0,76.5,62,1.0
2025-05-01,South,P058,6,6,0.0,75.66666666666667,48,1.0
2025-05-01,South,P059,6,6,0.0,86.83333333333333,47,1.0
2025-05-01,South,P060,5,6,4.0,68.16666666666667,33,0.8333333333333334
2025-05-01,West,P001,6,6,0.0,91.66666666666667,27,1.0
2025-05-01,West,P002,6,6,0.0,67.16666666666667,18,1.0
2025-05-01,West,P003,6,6,0.0,87.66666666666667,39,1.0
2025-05-01,West,P004,6,6,0.0,81.0,50,1.0
2025-05-01,West,P005,6,6,0.0,79.66666666666667,22,1.0
2025-05-01,West,P006,6,6,0.0,76.16666666666667,37,1.0
2025-05-01,West,P007,6,6,0.0,79.66666666666667,36,1.0
2025-05-01,West,P008,6,6,0.0,89.66666666666667,24,1.0
2025-05-01,West,P009,5,6,4.0,67.0,36,0.8333333333333334
2025-05-01,West,P010,6,6,0.0,86.66666666666667,41,1.0
2025-05-01,West,P011,6,6,0.0,72.33333333333333,32,1.0
2025-05-01,West,P012,6,6,0.0,93.0,30,1.0
2025-05-01,West,P013,5,6,4.0,67.66666666666667,32,0.8333333333333334
2025-05-01,West,P014,6,6,0.0,82.66666666666667,23,1.0
2025-05-01,West,P015,6,6,0.0,80.83333333333333,37,1.0
2025-05-01,West,P016,6,6,0.0,75.5,6,1.0
2025-05-01,West,P017,6,6,0.0,71.66666666666667,42,1.0
2025-05-01,West,P018,6,6,0.0,85.33333333333333,47,1.0
2025-05-01,West,P019,6,6,0.0,89.0,41,1.0
2025-05-01,West,P021,6,6,0.0,64.66666666666667,19,1.0
2025-05-01,West,P022,6,6,0.0,91.66666666666667,48,1.0
2025-05-01,West,P023,6,6,0.0,84.83333333333333,29,1.0
2025-05-01,West,P024,6,6,0.0,90.83333333333333,32,1.0
2025-05-01,West,P025,6,6,0.0,80.66666666666667,21,1.0
2025-05-01,West,P026,6,6,0.0,77.16666666666667,28,1.0
2025-05-01,West,P027,6,6,0.0,82.66666666666667,44,1.0
2025-05-01,West,P028,6,6,0.0,82.5,29,1.0
2025-05-01,West,P029,6,6,0.0,76.0,43,1.0
2025-05-01,West,P030,6,6,0.0,90.0,41,1.0
2025-05-01,West,P031,6,6,0.0,86.33333333333333,39,1.0
2025-05-01,West,P032,6,6,0.0,77.83333333333333,42,1.0
2025-05-01,West,P033,6,6,0.0,81.5,22,1.0
2025-05-01,West,P034,6,6,0.0,91.83333333333333,10,1.0
2025-05-01,West,P035,6,6,0.0,80.33333333333333,35,1.0
2025-05-01,West,P036,6,6,0.0,86.66666666666667,24,1.0
2025-05-01,West,P037,5,6,4.0,77.16666666666667,36,0.8333333333333334
2025-05-01,West,P038,6,6,0.0,104.5,30,1.0
2025-05-01,West,P039,6,6,0.0,86.33333333333333,19,1.0
2025-05-01,West,P040,6,6,0.0,106.0,35,1.0
2025-05-01,West,P041,6,6,0.0,81.33333333333333,20,1.0
2025-05-01,West,P042,6,6,0.0,86.16666666666667,31,1.0
2025-05-01,West,P043,6,6,0.0,87.83333333333333,52,1.0
2025-05-01,West,P044,4,6,8.0,49.0,29,0.6666666666666666
2025-05-01,West,P045,6,6,0.0,65.66666666666667,42,1.0
2025-05-01,West,P046,6,6,0.0,86.16666666666667,38,1.0
2025-05-01,West,P047,6,6,0.0,88.0,31,1.0
2025-05-01,West,P048,6,6,0.0,66.66666666666667,33,1.0
2025-05-01,West,P049,6,6,0.0,89.0,14,1.0
2025-05-01,West,P050,5,6,4.0,61.666666666666664,11,0.8333333333333334
2025-05-01,West,P051,6,6,0.0,89.16666666666667,36,1.0
2025-05-01,West,P052,6,6,0.0,83.33333333333333,44,1.0
2025-05-01,West,P053,6,6,0.0,80.83333333333333,26,1.0
2025-05-01,West,P054,6,6,0.0,82.33333333333333,22,1.0
2025-05-01,West,P055,6,6,0.0,78.0,32,1.0
2025-05-01,West,P056,6,6,0.0,82.83333333333333,14,1.0
2025-05-01,West,P057,6,6,0.0,81.33333333333333,45,1.0
2025-05-01,West,P058,6,6,0.0,79.83333333333333,29,1.0
2025-05-01,West,P059,6,6,0.0,85.5,17,1.0
2025-05-01,West,P060,6,6,0.0,77.5,39,1.0
2025-05-02,East,P001,6,6,0.0,91.5,33,1.0
2025-05-02,East,P002,6,6,0.0,80.0,32,1.0
2025-05-02,East,P003,6,6,0.0,94.0,23,1.0
2025-05-02,East,P004,6,6,0.0,78.5,45,1.0
2025-05-02,East,P005,5,6,4.0,70.66666666666667,34,0.8333333333333334
2025-05-02,East,P006,5,6,4.0,53.833333333333336,12,0.8333333333333334
2025-05-02,East,P007,6,6,0.0,79.66666666666667,56,1.0
2025-05-02,East,P008,6,6,0.0,81.66666666666667,27,1.0
2025-05-02,East,P009,6,6,0.0,97.0,31,1.0
2025-05-02,East,P010,6,6,0.0,80.66666666666667,36,1.0
2025-05-02,East,P011,6,6,0.0,85.33333333333333,30,1.0
2025-05-02,East,P012,6,6,0.0,99.5,28,1.0
2025-05-02,East,P013,6,6,0.0,79.5,48,1.0
2025-05-02,East,P014,6,6,0.0,91.66666666666667,43,1.0
2025-05-02,East,P015,6,6,0.0,81.66666666666667,26,1.0
2025-05-02,East,P016,6,6,0.0,80.66666666666667,34,1.0
2025-05-02,East,P017,5,6,4.0,66.66666666666667,46,0.8333333333333334
2025-05-02,East,P018,6,6,0.0,83.66666666666667,34,1.0
2025-05-02,East,P019,6,6,0.0,94.66666666666667,34,1.0
2025-05-02,East,P021,6,6,0.0,67.0,39,1.0
2025-05-02,East,P022,6,6,0.0,75.33333333333333,23,1.0
2025-05-02,East,P023,6,6,0.0,87.0,35,1.0
2025-05-02,East,P024,5,6,4.0,84.0,42,0.8333333333333334
2025-05-02,East,P025,5,6,4.0,75.5,48,0.8333333333333334
2025-05-02,East,P026,5,6,4.0,89.16666666666667,30,0.8333333333333334
2025-05-02,East,P027,6,6,0.0,81.0,29,1.0
2025-05-02,East,P028,6,6,0.0,91.66666666666667,46,1.0
2025-05-02,East,P029,6,6,0.0,79.0,26,1.0
2025-05-02,East,P030,6,6,0.0,79.16666666666667,44,1.0
2025-05-02,East,P031,6,6,0.0,89.66666666666667,34,1.0
2025-05-02,East,P032,6,6,0.0,102.0,21,1.0
2025-05-02,East,P033,6,6,0.0,73.0,66,1.0
2025-05-02,East,P034,6,6,0.0,88.0,20,1.0
2025-05-02,East,P035,6,6,0.0,79.5,34,1.0
2025-05-02,East,P036,6,6,0.0,70.0,32,1.0
2025-05-02,East,P037,6,6,0.0,85.66666666666667,32,1.0
2025-05-02,East,P038,6,6,0.0,81.83333333333333,26,1.0
2025-05-02,East,P039,6,6,0.0,85.5,41,1.0
2025-05-02,East,P040,6,6,0.0,73.16666666666667,36,1.0
2025-05-02,East,P041,6,6,0.0,82.5,38,1.0
2025-05-02,East,P042,6,6,0.0,81.16666666666667,20,1.0
2025-05-02,East,P043,6,6,0.0,87.5,26,1.0
2025-05-02,East,P044,5,6,4.0,76.0,41,0.8333333333333334
2025-05-02,East,P045,6,6,0.0,76.66666666666667,71,1.0
2025-05-02,East,P046,6,6,0.0,90.0,43,1.0
2025-05-02,East,P047,6,6,0.0,98.5,35,1.0
2025-05-02,East,P048,6,6,0.0,75.16666666666667,34,1.0
2025-05-02,East,P049,6,6,0.0,73.5,49,1.0
2025-05-02,East,P050,6,6,0.0,78.5,28,1.0
2025-05-02,East,P051,6,6,0.0,72.33333333333333,32,1.0
2025-05-02,East,P052,6,6,0.0,92.33333333333333,42,1.0
2025-05-02,East,P053,6,6,0.0,74.66666666666667,32,1.0
2025-05-02,East,P054,6,6,0.0,76.16666666666667,29,1.0
2025-05-02,East,P055,6,6,0.0,81.83333333333333,16,1.0
2025-05-02,East,P056,6,6,0.0,87.0,51,1.0
2025-05-02,East,P057,6,6,0.0,74.33333333333333,24,1.0
2025-05-02,East,P058,6,6,0.0,71.33333333333333,31,1.0
2025-05-02,East,P059,6,6,0.0,95.66666666666667,46,1.0
2025-05-02,East,P060,6,6,0.0,94.5,30,1.0
2025-05-02,North,P001,6,6,0.0,83.83333333333333,48,1.0
2025-05-02,North,P002,6,6,0.0,89.16666666666667,45,1.0
2025-05-02,North,P003,6,6,0.0,78.16666666666667,40,1.0
2025-05-02,North,P004,6,6,0.0,87.83333333333333,43,1.0
2025-05-02,North,P005,5,6,4.0,60.666666666666664,39,0.8333333333333334
2025-05-02,North,P006,6,6,0.0,94.66666666666667,38,1.0
2025-05-02,North,P007,6,6,0.0,101.33333333333333,45,1.0
2025-05-02,North,P008,6,6,0.0,94.83333333333333,50,1.0
2025-05-02,North,P009,5,6,4.0,68.5,33,0.8333333333333334
2025-05-02,North,P010,6,6,0.0,99.83333333333333,29,1.0
2025-05-02,North,P011,6,6,0.0,86.66666666666667,25,1.0
2025-05-02,North,P012,6,6,0.0,91.16666666666667,40,1.0
2025-05-02,North,P013,6,6,0.0,90.16666666666667,34,1.0
2025-05-02,North,P014,6,6,0.0,94.5,33,1.0
2025-05-02,North,P015,6,6,0.0,81.16666666666667,30,1.0
2025-05-02,North,P016,5,6,4.0,68.5,34,0.8333333333333334
2025-05-02,North,P017,6,6,0.0,71.16666666666667,5,1.0
2025-05-02,North,P018,6,6,0.0,96.5,42,1.0
2025-05-02,North,P019,6,6,0.0,72.33333333333333,44,1.0
2025-05-02,North,P021,6,6,0.0,84.83333333333333,35,1.0
2025-05-02,North,P022,6,6,0.0,96.16666666666667,28,1.0
2025-05-02,North,P023,6,6,0.0,99.5,53,1.0
2025-05-02,North,P024,6,6,0.0,75.83333333333333,24,1.0
2025-05-02,North,P025,6,6,0.0,88.66666666666667,49,1.0
2025-05-02,North,P026,6,6,0.0,93.16666666666667,55,1.0
2025-05-02,North,P027,6,6,0.0,81.66666666666667,14,1.0
2025-05-02,North,P028,6,6,0.0,87.66666666666667,48,1.0
2025-05-02,North,P029,6,6,0.0,86.5,28,1.0
2025-05-02,North,P030,6,6,0.0,82.5,34,1.0
2025-05-02,North,P031,6,6,0.0,78.5,47,1.0
2025-05-02,North,P032,5,6,4.0,83.5,24,0.8333333333333334
2025-05-02,North,P033,6,6,0.0,74.0,41,1.0
2025-05-02,North,P034,6,6,0.0,85.66666666666667,24,1.0
2025-05-02,North,P035,5,6,4.0,65.33333333333333,30,0.8333333333333334
2025-05-02,North,P036,6,6,0.0,79.0,34,1.0
2025-05-02,North,P037,6,6,0.0,64.66666666666667,33,1.0
2025-05-02,North,P038,6,6,0.0,85.0,17,1.0
2025-05-02,North,P039,6,6,0.0,81.16666666666667,44,1.0
2025-05-02,North,P040,6,6,0.0,76.33333333333333,39,1.0
2025-05-02,North,P041,6,6,0.0,84.5,25,1.0
2025-05-02,North,P042,6,6,0.0,95.33333333333333,24,1.0
2025-05-02,North,P043,6,6,0.0,91.83333333333333,20,1.0
2025-05-02,North,P044,6,6,0.0,74.5,34,1.0
2025-05-02,North,P045,5,6,4.0,78.5,35,0.8333333333333334
2025-05-02,North,P046,6,6,0.0,78.16666666666667,36,1.0
2025-05-02,North,P047,6,6,0.0,88.66666666666667,45,1.0
2025-05-02,North,P048,6,6,0.0,82.83333333333333,48,1.0
2025-05-02,North,P049,6,6,0.0,93.66666666666667,36,1.0
2025-05-02,North,P050,6,6,0.0,83.66666666666667,49,1.0
2025-05-02,North,P051,6,6,0.0,93.83333333333333,20,1.0
2025-05-02,North,P052,5,6,4.0,65.83333333333333,38,0.8333333333333334
2025-05-02,North,P053,6,6,0.0,61.833333333333336,17,1.0
2025-05-02,North,P054,6,6,0.0,90.16666666666667,37,1.0
2025-05-02,North,P055,6,6,0.0,83.66666666666667,50,1.0
2025-05-02,North,P056,6,6,0.0,88.5,12,1.0
2025-05-02,North,P057,6,6,0.0,81.0,56,1.0
2025-05-02,North,P058,6,6,0.0,85.16666666666667,26,1.0
2025-05-02,North,P059,6,6,0.0,83.66666666666667,18,1.0
2025-05-02,North,P060,6,6,0.0,85.5,37,1.0
2025-05-02,South,P001,6,6,0.0,81.0,30,1.0
2025-05-02,South,P002,6,6,0.0,76.33333333333333,34,1.0
2025-05-02,South,P003,6,6,0.0,73.0,41,1.0
2025-05-02,South,P004,6,6,0.0,76.33333333333333,50,1.0
2025-05-02,South,P005,6,6,0.0,85.83333333333333,25,1.0
2025-05-02,South,P006,6,6,0.0,105.83333333333333,44,1.0
2025-05-02,South,P007,6,6,0.0,95.5,41,1.0
2025-05-02,South,P008,6,6,0.0,90.16666666666667,23,1.0
2025-05-02,South,P009,6,6,0.0,89.66666666666667,52,1.0
2025-05-02,South,P010,6,6,0.0,109.33333333333333,41,1.0
2025-05-02,South,P011,6,6,0.0,81.0,39,1.0
2025-05-02,South,P012,6,6,0.0,88.5,34,1.0
2025-05-02,South,P013,6,6,0.0,79.33333333333333,32,1.0
2025-05-02,South,P014,6,6,0.0,84.33333333333333,20,1.0
2025-05-02,South,P015,5,6,4.0,72.0,42,0.8333333333333334
2025-05-02,South,P016,6,6,0.0,73.83333333333333,26,1.0
2025-05-02,South,P017,5,6,4.0,66.5,56,0.8333333333333334
2025-05-02,South,P018,6,6,0.0,72.66666666666667,35,1.0
2025-05-02,South,P019,5,6,4.0,88.16666666666667,38,0.8333333333333334
2025-05-02,South,P021,6,6,0.0,91.33333333333333,36,1.0
2025-05-02,South,P022,5,6,4.0,68.66666666666667,35,0.8333333333333334
2025-05-02,South,P023,6,6,0.0,74.16666666666667,12,1.0
2025-05-02,South,P024,6,6,0.0,70.0,37,1.0
2025-05-02,South,P025,6,6,0.0,88.33333333333333,24,1.0
2025-05-02,South,P026,6,6,0.0,78.83333333333333,56,1.0
2025-05-02,South,P027,6,6,0.0,108.66666666666667,36,1.0
2025-05-02,South,P028,6,6,0.0,93.16666666666667,46,1.0
2025-05-02,South,P029,6,6,0.0,80.5,15,1.0
2025-05-02,South,P030,6,6,0.0,73.16666666666667,29,1.0
2025-05-02,South,P031,6,6,0.0,89.16666666666667,31,1.0
2025-05-02,South,P032,6,6,0.0,88.33333333333333,19,1.0
2025-05-02,South,P033,5,6,4.0,84.0,31,0.8333333333333334
2025-05-02,South,P034,6,6,0.0,84.0,38,1.0
2025-05-02,South,P035,6,6,0.0,94.16666666666667,23,1.0
2025-05-02,South,P036,6,6,0.0,85.16666666666667,36,1.0
2025-05-02,South,P037,6,6,0.0,84.83333333333333,26,1.0
2025-05-02,South,P038,6,6,0.0,91.5,40,1.0
2025-05-02,South,P039,6,6,0.0,86.0,23,1.0
2025-05-02,South,P040,6,6,0.0,91.66666666666667,34,1.0
2025-05-02,South,P041,6,6,0.0,72.0,21,1.0
2025-05-02,South,P042,6,6,0.0,85.33333333333333,36,1.0
2025-05-02,South,P043,6,6,0.0,77.0,13,1.0
2025-05-02,South,P044,6,6,0.0,69.83333333333333,56,1.0
2025-05-02,South,P045,6,6,0.0,96.0,29,1.0
2025-05-02,South,P046,6,6,0.0,86.66666666666667,28,1.0
2025-05-02,South,P047,5,6,4.0,75.16666666666667,36,0.8333333333333334
2025-05-02,South,P048,6,6,0.0,91.16666666666667,40,1.0
2025-05-02,South,P049,6,6,0.0,75.83333333333333,39,1.0
2025-05-02,South,P050,6,6,0.0,90.16666666666667,26,1.0
2025-05-02,South,P051,6,6,0.0,96.83333333333333,26,1.0
2025-05-02,South,P052,5,6,4.0,57.0,20,0.8333333333333334
2025-05-02,South,P053,5,6,4.0,62.666666666666664,49,0.8333333333333334
2025-05-02,South,P054,6,6,0.0,81.83333333333333,46,1.0
2025-05-02,South,P055,6,6,0.0,75.66666666666667,37,1.0
2025-05-02,South,P056,6,6,0.0,65.16666666666667,44,1.0
2025-05-02,South,P057,6,6,0.0,83.83333333333333,60,1.0
2025-05-02,South,P058,6,6,0.0,70.0,54,1.0
2025-05-02,South,P059,5,6,4.0,73.33333333333333,47,0.8333333333333334
2025-05-02,South,P060,6,6,0.0,81.83333333333333,26,1.0
2025-05-02,West,P001,6,6,0.0,63.166666666666664,41,1.0
2025-05-02,West,P002,6,6,0.0,108.5,34,1.0
2025-05-02,West,P003,6,6,0.0,92.66666666666667,33,1.0
