date,region,channel,impressions,clicks,sessions,checkout_starts,checkout_completes,marketing_spend,revenue,orders,cogs,conversion_rate,aov,gross_margin,checkout_success_rate
2025-05-02,East,App,6581,438,281,28.97,11.3,4868.17,97692.42,12,64596.1,0.042704626334519574,8141.035,0.33878083888187027,0.39005868139454614
2025-05-02,East,Marketplace,5809,380,245,25.520000000000003,9.95,4813.81,90729.91,10,73847.18000000001,0.04081632653061224,9072.991,0.1860767854834199,0.3898902821316614
2025-05-02,East,Web,8079,534,352,36.71,14.31,6489.91,57181.659999999996,15,40086.67,0.04261363636363636,3812.1106666666665,0.29895931667601117,0.3898120403159902
2025-05-02,North,App,10188,679,427,44.45,17.330000000000002,7765.550000000001,191966.0,17,127827.0,0.03981264637002342,11292.117647058823,0.33411645812279256,0.38987626546681664
2025-05-02,North,Marketplace,7808,534,333,34.28,13.370000000000001,5808.67,121867.23000000001,14,92222.12,0.042042042042042045,8704.802142857143,0.24325743680232997,0.39002333722287047
2025-05-02,North,Web,10724,743,455,47.879999999999995,18.67,8273.93,143419.5,19,94616.79999999999,0.041758241758241756,7548.394736842105,0.3402793901805543,0.3899331662489558
2025-05-02,South,App,8302,565,367,38.28,14.93,6571.79,162157.51,15,108269.81,0.04087193460490463,10810.500666666667,0.3323170169546881,0.3900208986415883
2025-05-02,South,Marketplace,7223,499,307,32.31,12.6,5560.99,142678.61,13,95919.82,0.04234527687296417,10975.27769230769,0.32772109288140655,0.3899721448467966
2025-05-02,South,Web,10165,681,431,45.31,17.67,7794.01,86503.13,18,56781.69,0.04176334106728538,4805.729444444445,0.3435880297048211,0.38998013683513577
2025-05-02,West,App,8538,635,396,41.120000000000005,16.04,7412.8,111639.36,17,111883.39,0.04292929292929293,6567.021176470588,-0.002185877812269784,0.3900778210116731
2025-05-02,West,Marketplace,7888,509,321,33.67,13.14,5998.360000000001,127185.1,14,93021.18000000001,0.04361370716510903,9084.65,0.2686157419383245,0.39025839025839026
2025-05-02,West,Web,10738,681,450,46.989999999999995,18.330000000000002,7947.880000000001,209900.41,19,140384.57,0.042222222222222223,11047.39,0.3311848700057327,0.39008299638220906
2025-05-03,East,App,7929,543,352,37.69,14.7,6560.73,119300.13,15,80523.26000000001,0.04261363636363636,7953.342000000001,0.3250362761549379,0.3900238790130008
2025-05-03,East,Marketplace,5954,441,269,29.330000000000002,11.43,4791.21,95918.12,11,63168.03,0.040892193308550186,8719.82909090909,0.34143798898477157,0.38970337538356625
2025-05-03,East,Web,8640,613,384,39.0,15.21,6741.639999999999,165416.61,16,115752.42000000001,0.041666666666666664,10338.538125,0.3002370197285507,0.39
2025-05-03,North,App,10537,733,471,48.36,18.86,9338.43,176214.46,19,115774.39,0.040339702760084924,9274.445263157895,0.34299154564273554,0.38999172870140614
2025-05-03,North,Marketplace,8755,586,384,40.84,15.93,6634.07,207173.83000000002,17,137010.57,0.044270833333333336,12186.695882352942,0.3386685470843494,0.3900587659157688
2025-05-03,North,Web,12710,857,522,55.019999999999996,21.46,9737.5,241432.34,22,166178.26,0.0421455938697318,10974.197272727273,0.31169842449441526,0.3900399854598328
2025-05-03,South,App,9553,640,410,41.36,16.13,7230.139999999999,137404.76,17,93477.17,0.041463414634146344,8082.632941176471,0.3196948198883358,0.38999032882011603
2025-05-03,South,Marketplace,8036,536,334,34.97,13.64,5993.29,158339.02,14,108537.26000000001,0.041916167664670656,11309.929999999998,0.3145261351244942,0.3900486130969403
2025-05-03,South,Web,11345,793,454,48.42,18.88,8524.66,132334.36,20,86439.74,0.04405286343612335,6616.717999999999,0.3468080398771716,0.38992152003304414
2025-05-03,West,App,9300,656,427,44.45,17.34,8072.33,182742.84,18,122098.21,0.04215456674473068,10152.38,0.3318577625257438,0.3901012373453318
2025-05-03,West,Marketplace,8424,595,369,38.769999999999996,15.12,7333.93,117985.67,15,75671.69,0.04065040650406504,7865.711333333334,0.3586366039197811,0.3899922620582925
2025-05-03,West,Web,11243,786,492,52.05,20.31,9518.05,116415.25,20,79757.44,0.04065040650406504,5820.7625,0.3148883844685297,0.39020172910662826
2025-05-04,East,App,7850,538,343,37.0,14.43,6522.719999999999,77499.48,14,61116.659999999996,0.04081632653061224,5535.677142857143,0.2113926441829029,0.39
2025-05-04,East,Marketplace,6043,443,276,29.05,11.33,5161.030000000001,134595.79,12,86656.72,0.043478260869565216,11216.315833333334,0.35617064991408726,0.3900172117039587
2025-05-04,East,Web,8969,631,398,41.849999999999994,16.330000000000002,6893.84,156412.47999999998,16,112665.67,0.04020100502512563,9775.779999999999,0.2796887435069119,0.39020310633213867
2025-05-04,North,App,10612,826,491,50.31,19.62,9155.91,181527.6,21,120442.39,0.04276985743380855,8644.17142857143,0.33650645962377074,0.38998211091234347
2025-05-04,North,Marketplace,10109,638,414,43.07,16.8,7578.33,130132.41,17,83653.20999999999,0.04106280193236715,7654.847647058824,0.35716851781965775,0.3900626886463896
2025-05-04,North,Web,13645,917,566,58.97,23.0,10583.57,215351.04,25,141423.16,0.044169611307420496,8614.0416,0.3432900997366904,0.3900288282177378
2025-05-04,South,App,9684,614,410,43.08,16.8,8096.09,107403.62000000001,17,72113.73,0.041463414634146344,6317.860000000001,0.32857263097836004,0.3899721448467967
2025-05-04,South,Marketplace,7484,536,338,34.7,13.53,6002.23,109491.12,14,72727.34000000001,0.04142011834319527,7820.794285714285,0.3357695126326225,0.38991354466858785
2025-05-04,South,Web,10485,726,456,47.519999999999996,18.53,8699.189999999999,137090.13999999998,19,90296.08,0.041666666666666664,7215.270526315789,0.3413378963651214,0.3899410774410775
2025-05-04,West,App,10040,648,415,43.81,17.09,7453.1,118872.5,17,80370.84,0.04096385542168675,6992.5,0.3238903867589224,0.3900935859392832
2025-05-04,West,Marketplace,7845,562,357,37.43,14.600000000000001,5925.07,105282.31000000001,15,70113.2,0.04201680672268908,7018.820666666667,0.3340457670429155,0.3900614480363345
2025-05-04,West,Web,11348,812,512,55.730000000000004,21.740000000000002,10640.62,150969.66,21,99941.99,0.041015625,7189.0314285714285,0.33799950268153217,0.3900951013816616
2025-05-05,East,App,7850,524,324,33.35,13.0,5779.88,146601.02,14,95900.14,0.043209876543209874,10471.501428571428,0.34584261419190665,0.38980509745127434
2025-05-05,East,Marketplace,6392,421,272,29.12,11.36,4613.98,90369.72,11,59103.54,0.04044117647058824,8215.42909090909,0.3459807112382333,0.39010989010989006
2025-05-05,East,Web,9105,609,362,38.03,14.83,6816.33,202545.79,15,133742.27,0.04143646408839779,13503.052666666666,0.3396936564319605,0.3899552984485932
2025-05-05,North,App,11107,661,429,46.59,18.169999999999998,7508.76,152132.25,19,102142.88,0.04428904428904429,8006.960526315789,0.3285915379546414,0.38999785361665584
2025-05-05,North,Marketplace,8168,589,371,40.239999999999995,15.69,6978.52,120702.05,15,82318.77,0.04043126684636118,8046.803333333333,0.3180002328046624,0.3899105367793241
2025-05-05,North,Web,10897,864,507,51.36,20.03,9319.1,125479.68,21,85184.34,0.04142011834319527,5975.222857142857,0.3211304013526333,0.38999221183800625
2025-05-05,South,App,8690,629,388,40.83,15.93,7069.8099999999995,134705.03,16,102477.36,0.041237113402061855,8419.064375,0.23924622562349748,0.39015429831006615
2025-05-05,South,Marketplace,7802,541,338,35.78,13.95,6308.71,88727.33,14,57469.35,0.04142011834319527,6337.666428571429,0.35229257997507646,0.38988261598658464
2025-05-05,South,Web,10664,714,466,48.620000000000005,18.96,8809.619999999999,197244.66,19,128555.97,0.0407725321888412,10381.297894736843,0.34824106264777965,0.3899629781982723
2025-05-05,West,App,8540,664,418,45.120000000000005,17.59,7789.26,165745.35,17,113575.83,0.04066985645933014,9749.726470588235,0.3147570655828354,0.3898492907801418
2025-05-05,West,Marketplace,7545,574,355,37.03,14.450000000000001,6665.76,73329.03,15,82079.92,0.04225352112676056,4888.602,-0.11933732111279802,0.39022414258709154
2025-05-05,West,Web,10950,769,483,50.69,19.76,9035.3,183568.02000000002,20,120929.47,0.041407867494824016,9178.401000000002,0.3412280091052898,0.3898204774117183
2025-05-06,East,App,7405,500,307,32.38,12.620000000000001,5486.549999999999,162913.39,13,123199.11,0.04234527687296417,12531.799230769231,0.24377541956496032,0.3897467572575664
2025-05-06,East,Marketplace,5774,414,247,25.93,10.11,4629.41,74224.76,11,46279.92,0.044534412955465584,6747.705454545454,0.3764894625459213,0.38989587350559196
2025-05-06,East,Web,8619,628,392,40.62,15.84,7477.620000000001,128030.92,16,85227.6,0.04081632653061224,8001.9325,0.3343201782819337,0.38995568685376664
2025-05-06,North,App,10200,729,433,46.54,18.15,7871.650000000001,122145.84,19,80896.64,0.04387990762124711,6428.728421052631,0.33770450143860814,0.3899871078642028
2025-05-06,North,Marketplace,9176,643,391,42.47,16.57,7396.879999999999,95834.78,16,63922.88,0.04092071611253197,5989.67375,0.33298871244865386,0.3901577584177066
2025-05-06,North,Web,12555,884,554,59.1,23.049999999999997,9480.07,235109.9,24,156874.3,0.04332129963898917,9796.245833333332,0.3327618275538376,0.39001692047377323
2025-05-06,South,App,9529,678,402,43.07,16.79,7353.33,106171.84,17,69584.84,0.04228855721393035,6245.402352941176,0.3446017324367742,0.38983050847457623
2025-05-06,South,Marketplace,7319,528,335,35.16,13.71,5728.6,166103.0,14,112519.28,0.041791044776119404,11864.5,0.32259333064423884,0.38993174061433455
2025-05-06,South,Web,10780,693,450,46.55,18.16,8340.14,105618.58,19,68157.55,0.042222222222222223,5558.872631578947,0.354682197014957,0.3901181525241676
2025-05-06,West,App,10173,707,427,44.36,17.31,8228.380000000001,170413.26,18,113940.79000000001,0.04215456674473068,9467.403333333334,0.33138542153351214,0.39021641118124434
2025-05-06,West,Marketplace,7880,567,356,37.57,14.65,6660.5,94670.24,15,61957.35,0.042134831460674156,6311.349333333334,0.3455456540513683,0.38993878094224116
2025-05-06,West,Web,9745,762,455,48.31,18.84,8175.24,260221.15,19,168247.37,0.041758241758241756,13695.85,0.35344467580748146,0.3899813703167046
2025-05-07,East,App,7012,466,298,31.43,12.260000000000002,5716.719999999999,77783.41,12,54922.64,0.040268456375838924,6481.950833333333,0.2939029029454996,0.3900731784918868
2025-05-07,East,Marketplace,5578,401,247,26.310000000000002,10.26,4608.01,65938.12000000001,11,44043.79,0.044534412955465584,5994.374545454546,0.33204358874654,0.3899657924743443
2025-05-07,East,Web,7436,519,317,32.98,12.86,5879.139999999999,109354.07,14,72180.56,0.04416403785488959,7811.005,0.3399371418000263,0.3899332929047908
2025-05-07,North,App,10150,719,438,45.209999999999994,17.64,7800.4,147234.36000000002,19,104913.65,0.04337899543378995,7749.176842105264,0.2874377285302155,0.3901791639017917
2025-05-07,North,Marketplace,8305,567,348,37.17,14.5,6860.88,68434.23,15,46696.89,0.04310344827586207,4562.282,0.31763840990101005,0.3900995426419155
2025-05-07,North,Web,10555,767,481,51.47,20.07,9064.98,174636.15,20,156129.57,0.04158004158004158,8731.807499999999,0.10597221709250913,0.38993588498154264
2025-05-07,South,App,7895,552,363,36.95,14.41,7143.74,131882.42,15,88044.52,0.04132231404958678,8792.161333333333,0.3324013920884983,0.3899864682002706
2025-05-07,South,Marketplace,6852,450,295,31.22,12.17,5562.24,195205.93,12,129269.68000000001,0.04067796610169491,16267.160833333333,0.33777790459541873,0.3898142216527867
2025-05-07,South,Web,11190,717,455,45.93,17.91,8329.62,165209.43,19,110120.66,0.041758241758241756,8695.233157894736,0.3334480967581572,0.38994121489222733
2025-05-07,West,App,8795,588,371,38.38,14.969999999999999,6073.24,92648.47,16,61651.52,0.0431266846361186,5790.529375,0.33456515795673697,0.3900468994267847
2025-05-07,West,Marketplace,7550,549,329,35.45,13.829999999999998,6414.23,130930.13,14,85911.54,0.0425531914893617,9352.152142857143,0.34383674712611995,0.3901269393511988
2025-05-07,West,Web,9452,691,450,47.989999999999995,18.72,8276.400000000001,124574.33,19,84815.81,0.042222222222222223,6556.543684210526,0.31915499766284117,0.39008126693061057
2025-05-08,East,App,6960,477,298,30.810000000000002,12.02,5807.15,93815.08,12,60711.939999999995,0.040268456375838924,7817.923333333333,0.3528552126161381,0.39013307367737743
2025-05-08,East,Marketplace,5254,388,251,25.57,9.97,4456.33,128848.49,10,90065.17,0.0398406374501992,12884.849,0.30099941411808556,0.38991005084082914
2025-05-08,East,Web,8610,550,343,37.39,14.580000000000002,6459.26,89269.57999999999,15,67012.0,0.043731778425655975,5951.305333333333,0.24932995091945084,0.38994383525006693
2025-05-08,North,App,8880,665,411,44.55,17.38,7896.48,196969.79,17,127921.81,0.0413625304136253,11586.458235294118,0.35055111750893375,0.39012345679012345
2025-05-08,North,Marketplace,7104,552,336,35.15,13.71,6351.74,98775.09,14,63885.58,0.041666666666666664,7055.363571428571,0.35322174851979377,0.3900426742532006
2025-05-08,North,Web,10443,755,485,50.379999999999995,19.65,8611.76,255080.84,20,166002.5,0.041237113402061855,12754.042,0.34921611517352696,0.39003572846367607
2025-05-08,South,App,8739,569,359,37.99,14.809999999999999,6754.0,119514.13,15,78102.34,0.04178272980501393,7967.608666666667,0.346501204501928,0.3898394314293235
2025-05-08,South,Marketplace,6926,465,288,29.97,11.690000000000001,5588.88,97706.01999999999,12,72164.03,0.041666666666666664,8142.168333333332,0.26141674791379277,0.39005672339005676
2025-05-08,South,Web,9200,667,412,42.349999999999994,16.52,7418.83,102974.41,17,68124.67,0.0412621359223301,6057.318235294118,0.33843107234117686,0.3900826446280992
2025-05-08,West,App,9168,645,395,41.29,16.1,7170.469999999999,141574.75,16,92825.65,0.04050632911392405,8848.421875,0.3443347065772675,0.38992492128844763
2025-05-08,West,Marketplace,7436,559,323,33.19,12.95,6288.43,179396.63,13,120751.17,0.04024767801857585,13799.74076923077,0.32690391118272405,0.3901777643868635
2025-05-08,West,Web,10774,693,447,48.67,18.98,8151.08,159036.24,19,120186.17,0.042505592841163314,8370.32842105263,0.24428438448997533,0.38997328950071913
2025-05-09,East,App,7176,505,300,31.12,12.14,5735.43,107761.51999999999,12,71367.85,0.04,8980.126666666665,0.33772417092854656,0.39010282776349614
2025-05-09,East,Marketplace,5473,400,240,25.83,10.07,4247.38,73759.77,10,48188.37,0.041666666666666664,7375.977000000001,0.34668492051968164,0.3898567557104143
2025-05-09,East,Web,7473,535,326,34.31,13.379999999999999,5946.16,73665.28,14,48458.34,0.04294478527607362,5261.805714285714,0.34218209718336784,0.3899737685805887
2025-05-09,North,App,9160,676,414,43.78,17.07,7361.380000000001,201857.93,17,134769.33,0.04106280193236715,11873.995882352941,0.33235553341897445,0.38990406578346276
2025-05-09,North,Marketplace,8481,573,362,37.76,14.719999999999999,6808.43,64873.61,15,42321.86,0.04143646408839779,4324.907333333334,0.347625945280369,0.3898305084745763
2025-05-09,North,Web,11498,779,488,51.29,20.0,9649.34,200344.50999999998,20,130400.58,0.040983606557377046,10017.225499999999,0.34911827631313674,0.38993955936829794
2025-05-09,South,App,8150,550,379,39.26,15.31,7318.35,138272.74,16,92282.86,0.04221635883905013,8642.04625,0.33260265183144555,0.38996434029546617
2025-05-09,South,Marketplace,6668,483,297,31.46,12.27,6144.5,88246.88,12,57885.84,0.04040404040404041,7353.906666666667,0.3440466110529914,0.39001907183725365
2025-05-09,South,Web,9128,662,434,45.33,17.67,7321.77,197295.79,18,131378.45,0.041474654377880185,10960.877222222223,0.33410413876545464,0.3898080741230973
2025-05-09,West,App,9048,588,386,40.16,15.66,6810.59,142197.01,16,93367.29000000001,0.04145077720207254,8887.313125,0.3433948435343331,0.38994023904382474
2025-05-09,West,Marketplace,6891,522,334,35.879999999999995,14.0,6024.969999999999,168255.33000000002,14,109043.79000000001,0.041916167664670656,12018.237857142858,0.35191479521035085,0.3901895206243033
2025-05-09,West,Web,10404,750,447,47.09,18.36,8861.3,203575.61000000002,19,134449.45,0.042505592841163314,10714.505789473686,0.33956012707023203,0.38989169675090246
2025-05-10,East,App,7176,510,315,33.910000000000004,13.219999999999999,6214.79,49063.07,13,42881.39,0.04126984126984127,3774.0823076923075,0.1259945616937546,0.3898554998525508
2025-05-10,East,Marketplace,5586,417,255,26.6,10.379999999999999,4448.27,68678.15,11,44785.77,0.043137254901960784,6243.468181818182,0.34788910301165654,0.39022556390977436
2025-05-10,East,Web,8108,590,367,38.71,15.1,6764.65,88172.0,15,60890.9,0.04087193460490463,5878.133333333333,0.3094077484915846,0.39008008266597777
2025-05-10,North,App,10988,757,464,47.74,18.62,8659.74,124342.55,19,82562.27,0.040948275862068964,6544.344736842106,0.33600951564850484,0.39002932551319647
2025-05-10,North,Marketplace,9901,631,395,41.76,16.29,7514.59,131688.34,17,89019.03,0.043037974683544304,7746.372941176471,0.32401737314024914,0.3900862068965517
2025-05-10,North,Web,11638,810,510,53.81,20.98,9055.61,137189.85,22,90992.24,0.043137254901960784,6235.902272727273,0.33674218610196016,0.38989035495261104
2025-05-10,South,App,8990,665,404,42.5,16.57,7601.31,138929.47,17,91855.11,0.04207920792079208,8172.321764705883,0.3388363894283913,0.38988235294117646
2025-05-10,South,Marketplace,8198,560,348,36.1,14.08,6390.02,168811.0,15,115187.09,0.04310344827586207,11254.066666666668,0.3176564915793402,0.3900277008310249
2025-05-10,South,Web,10143,726,466,47.989999999999995,18.72,8308.96,124829.42,20,83108.62,0.04291845493562232,6241.471,0.33422249338337073,0.39008126693061057
2025-05-10,West,App,8945,643,419,45.519999999999996,17.76,7845.5199999999995,154468.43,18,103165.56999999999,0.04295942720763723,8581.579444444444,0.3321252116047273,0.390158172231986
2025-05-10,West,Marketplace,8391,545,361,38.5,15.02,6510.1,88785.93,15,59293.62,0.04155124653739612,5919.062,0.33217323961127615,0.3901298701298701
2025-05-10,West,Web,12653,915,545,56.269999999999996,21.950000000000003,9497.93,145368.58,23,107341.68000000001,0.04220183486238532,6320.37304347826,0.2615895401881203,0.39008352585747297
2025-05-11,East,App,7760,535,329,33.83,13.190000000000001,6031.969999999999,163511.57,14,107773.43000000001,0.0425531914893617,11679.397857142858,0.34088193269748435,0.3898906296186817
2025-05-11,East,Marketplace,6112,417,264,28.78,11.219999999999999,5045.360000000001,99846.15000000001,11,64234.28999999999,0.041666666666666664,9076.922727272728,0.35666733269134576,0.38985406532314104
2025-05-11,East,Web,8600,647,408,42.55,16.59,8491.03,132114.02,17,89147.09999999999,0.041666666666666664,7771.41294117647,0.32522604338282946,0.38989424206815515
2025-05-11,North,App,10126,773,476,50.31,19.62,9114.279999999999,242256.59999999998,20,158086.22999999998,0.04201680672268908,12112.829999999998,0.3474430417994804,0.38998211091234347
2025-05-11,North,Marketplace,8820,586,376,38.43,14.98,7038.98,143357.87,16,93208.27,0.0425531914893617,8959.866875,0.34982104575074946,0.38979963570127507
2025-05-11,North,Web,12347,865,552,59.36,23.15,9922.84,94945.98,23,66294.59,0.041666666666666664,4128.086086956521,0.3017651721536815,0.3899932614555256
2025-05-11,South,App,8933,648,400,42.120000000000005,16.43,7395.65,143711.66999999998,16,91796.06999999999,0.04,8981.979374999999,0.3612483245097632,0.3900759734093067
2025-05-11,South,Marketplace,7314,493,333,35.879999999999995,14.0,6038.27,218917.73,14,144101.9,0.042042042042042045,15636.980714285715,0.3417531782373224,0.3901895206243033
2025-05-11,South,Web,10079,753,450,47.5,18.52,8618.43,129065.82,18,84982.67,0.04,7170.323333333334,0.3415555721878961,0.38989473684210524
2025-05-11,West,App,10207,760,466,50.5,19.689999999999998,8550.54,124493.98,19,108983.35,0.0407725321888412,6552.314736842105,0.12458939781666543,0.38990099009900986
2025-05-11,West,Marketplace,8974,587,371,39.05,15.23,6567.110000000001,112635.33,16,74787.26,0.0431266846361186,7039.708125,0.33602307553056404,0.3900128040973112
2025-05-11,West,Web,11734,800,507,51.43,20.060000000000002,9652.03,138661.06,21,95571.5,0.04142011834319527,6602.907619047619,0.31075458387524224,0.39004472097997284
2025-05-12,East,App,6377,459,288,29.76,11.600000000000001,4738.6900000000005,133994.24,12,91178.81000000001,0.041666666666666664,11166.186666666666,0.31953186942961115,0.3897849462365592
2025-05-12,East,Marketplace,5924,426,258,26.58,10.36,4720.17,59044.6,11,38901.87,0.04263565891472868,5367.690909090909,0.3411443214112721,0.38976674191121147
2025-05-12,East,Web,7241,543,349,37.31,14.55,6379.139999999999,155504.96,15,113371.44,0.04297994269340974,10366.997333333333,0.2709464701318851,0.3899758777807558
2025-05-12,North,App,8800,576,391,41.480000000000004,16.17,6673.219999999999,81861.72,17,54407.060000000005,0.043478260869565216,4815.395294117647,0.33537848948201915,0.3898264223722276
2025-05-12,North,Marketplace,7766,588,358,37.09,14.47,6713.360000000001,55687.17,15,37335.01,0.04189944134078212,3712.478,0.32955813699995884,0.3901321110811539
2025-05-12,North,Web,10319,727,455,47.0,18.330000000000002,8418.58,155503.85,19,103206.28,0.041758241758241756,8184.413157894737,0.33631045147756794,0.39
2025-05-12,South,App,8371,588,372,40.03,15.620000000000001,7098.599999999999,77892.98,16,53204.8,0.043010752688172046,4868.31125,0.31694999985878053,0.3902073444916313
2025-05-12,South,Marketplace,6717,471,298,32.19,12.55,5725.41,77181.33,13,51654.26,0.0436241610738255,5937.025384615385,0.3307415148197109,0.38987263125194166
2025-05-12,South,Web,9966,678,426,45.1,17.59,8796.93,95248.03,17,63106.44,0.03990610328638498,5602.825294117647,0.3374514937474297,0.3900221729490022
2025-05-12,West,App,8984,621,391,40.22,15.69,7476.79,204599.44,17,137911.24,0.043478260869565216,12035.261176470589,0.32594517365247927,0.39010442565887615
2025-05-12,West,Marketplace,7098,486,314,33.34,13.0,5357.18,81892.06999999999,13,54874.26,0.041401273885350316,6299.389999999999,0.3299197345970128,0.3899220155968806
2025-05-12,West,Web,10002,717,439,46.6,18.169999999999998,7763.820000000001,96977.75,18,65533.78,0.04100227790432802,5387.652777777777,0.3242390135881684,0.3899141630901287
2025-05-13,East,App,7298,500,309,32.95,12.850000000000001,5455.76,115795.17,13,76247.20000000001,0.042071197411003236,8907.32076923077,0.3415338480871006,0.3899848254931715
2025-05-13,East,Marketplace,6133,419,259,27.619999999999997,10.780000000000001,4948.5,68348.23,11,45011.79,0.04247104247104247,6213.475454545454,0.34143444533969636,0.3902968863142651
2025-05-13,East,Web,8652,583,345,35.57,13.88,6296.99,164767.52,15,107623.79999999999,0.043478260869565216,10984.501333333332,0.34681422649318266,0.39021647455721115
2025-05-13,North,App,9569,676,438,46.64,18.19,8209.220000000001,106845.54000000001,18,70088.65,0.0410958904109589,5935.863333333334,0.34401894547961487,0.39000857632933106
2025-05-13,North,Marketplace,8078,571,354,37.57,14.65,6569.450000000001,56013.33,15,37528.96,0.0423728813559322,3734.222,0.3299994840513857,0.38993878094224116
2025-05-13,North,Web,10377,750,483,48.47,18.900000000000002,9417.81,227201.88,21,152374.93,0.043478260869565216,10819.137142857144,0.32934124488758637,0.38993191664947396
2025-05-13,South,App,7924,602,374,38.59,15.05,7334.57,99699.99,16,70596.98,0.0427807486631016,6231.249375,0.2919058467307771,0.38999740865509197
2025-05-13,South,Marketplace,7083,486,313,33.19,12.95,6297.67,100531.49,13,66208.34,0.04153354632587859,7733.191538461539,0.34141690330064745,0.3901777643868635
2025-05-13,South,Web,9052,630,424,45.14,17.6,8129.07,105180.73,18,69574.86,0.04245283018867924,5843.373888888888,0.3385208488284879,0.38989809481612764
2025-05-13,West,App,10100,664,415,43.76,17.07,8180.15,158969.6,17,105044.4,0.04096385542168675,9351.152941176471,0.3392170578525706,0.39008226691042047
2025-05-13,West,Marketplace,7604,507,329,34.88,13.6,5775.67,81170.01,14,53323.08,0.0425531914893617,5797.857857142857,0.3430691951374651,0.3899082568807339
2025-05-13,West,Web,9260,718,426,44.290000000000006,17.28,7919.67,178524.57,18,118628.08,0.04225352112676056,9918.031666666668,0.33550838408405076,0.3901557913750282
2025-05-14,East,App,6988,464,300,31.67,12.350000000000001,5445.639999999999,170095.85,12,117218.65,0.04,14174.654166666667,0.31086707876764785,0.3899589516892959
2025-05-14,East,Marketplace,5105,369,245,25.1,9.79,4838.79,29118.899999999998,10,19887.85,0.04081632653061224,2911.89,0.3170123184598319,0.3900398406374501
2025-05-14,East,Web,7714,538,343,36.17,14.11,6165.27,140346.01,14,94306.47,0.04081632653061224,10024.715,0.32804309862460646,0.3901022947193807
2025-05-14,North,App,9209,669,420,43.95,17.14,7789.33,103454.48,18,86467.73,0.04285714285714286,5747.471111111111,0.16419540265438481,0.3899886234357224
2025-05-14,North,Marketplace,7943,513,340,36.0,14.040000000000001,5900.52,115081.62,14,75394.67,0.041176470588235294,8220.115714285714,0.34485915300809983,0.39
2025-05-14,North,Web,11552,774,483,52.5,20.48,8909.16,143085.37,20,95645.71,0.041407867494824016,7154.2685,0.3315479423228244,0.3900952380952381
2025-05-14,South,App,8217,585,352,37.15,14.48,6159.469999999999,113555.15000000001,14,73369.79000000001,0.03977272727272727,8111.0821428571435,0.35388408187563486,0.389771197846568
2025-05-14,South,Marketplace,7142,507,315,32.28,12.59,5788.17,90795.86,13,58836.64,0.04126984126984127,6984.296923076923,0.3519898374221027,0.3900247831474597
2025-05-14,South,Web,10074,672,419,44.92,17.52,8133.55,99031.75,18,65137.05,0.04295942720763723,5501.763888888889,0.3422609415667197,0.390026714158504
2025-05-14,West,App,8971,619,397,40.739999999999995,15.89,7894.08,103769.8,17,72981.66,0.042821158690176324,6104.105882352941,0.2966965340590422,0.39003436426116844
2025-05-14,West,Marketplace,7879,502,317,34.21,13.34,5775.66,75772.87,14,53398.23,0.04416403785488959,5412.347857142857,0.29528563455495344,0.3899444606840105
2025-05-14,West,Web,11024,667,455,47.7,18.599999999999998,8435.76,100187.59,20,71696.91,0.04395604395604396,5009.3795,0.28437334404390796,0.3899371069182389
