request_id,created_at,insight_id,role,kpi,region,total_latency_ms,sql_latency_ms,analytics_latency_ms,retrieval_latency_ms,llm_latency_ms,model,model_calls,input_tokens,output_tokens,estimated_cost_usd,cache_hit,fallback_used,errors,ecs_band
req_e414ee7f46e1,2026-08-29T16:51:51.753581+00:00,ins_27ec7aff9cb2,ceo,revenue,North,2100.28,0.0,2099.09,1.09,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_5e12105be4f1,2026-08-29T16:51:54.059023+00:00,ins_2fae59541fde,ceo,revenue,North,2296.93,0.0,2296.11,0.75,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_558cd235aed4,2026-08-29T16:51:56.499860+00:00,ins_d31d7fc0abbb,ceo,revenue,North,2431.55,0.0,2429.79,1.69,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_be4cc9768a52,2026-08-29T16:51:58.889544+00:00,ins_9337919379c3,ceo,revenue,North,2380.15,0.0,2378.39,1.64,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_de07de85fb81,2026-08-29T16:52:57.334538+00:00,ins_9dad6b05eef3,ceo,revenue,North,3279.47,0.0,3274.78,0.66,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_ee0146e756f1,2026-08-29T16:53:01.800162+00:00,ins_bbd505820b40,ceo,revenue,North,2423.13,0.0,2421.13,1.85,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_a5bbb604b857,2026-08-29T16:53:06.137306+00:00,ins_20f5e02a6bd1,ceo,orders,North,2298.52,0.0,2296.72,1.68,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_ddd282cb39d8,2026-08-29T16:53:12.787418+00:00,ins_d8968c2f125a,ceo,revenue,North,4882.2,0.0,4784.99,97.13,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d74a91ce91f8,2026-08-29T16:53:14.975364+00:00,ins_70fb65a320b0,ceo,conversion_rate,North,6602.77,0.0,6569.35,33.31,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_4453b3903e0f,2026-08-29T16:53:15.825245+00:00,ins_2a9322a9839b,ceo,revenue,North,5075.34,0.0,5066.6,8.65,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_a7400d436e3c,2026-08-29T16:53:22.429144+00:00,ins_2c6e84e0409f,ceo,orders,North,8279.15,0.0,8237.1,41.99,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_5eba9d1dcac8,2026-08-29T16:53:24.585339+00:00,ins_2600e2cb23fa,ceo,revenue,North,9462.12,0.0,9274.38,187.6,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b508beebd370,2026-08-29T16:53:27.925503+00:00,ins_27358cb966bc,ceo,orders,North,10433.35,0.0,10420.93,12.37,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_af4e7bf78ccd,2026-08-29T16:53:27.931335+00:00,ins_262577137ace,ceo,aov,North,10436.7,0.0,10430.99,5.67,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0c2f0002c9f9,2026-08-29T16:53:29.302783+00:00,ins_1ea0b1fa84ec,ceo,revenue,North,11179.4,0.0,11118.36,60.98,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8f52493cb21d,2026-08-29T16:53:35.439166+00:00,ins_5253c2e3e708,ceo,revenue,North,10636.95,0.0,10631.71,5.19,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_430f01f1a0ad,2026-08-29T16:53:36.223814+00:00,ins_6a78a68845fc,ceo,orders,North,9547.5,0.0,9440.5,106.95,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_11d2c941ba8c,2026-08-29T16:53:37.444241+00:00,ins_4b09abce18a1,ceo,gross_margin,North,8139.16,0.0,8134.8,4.32,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_bee2772a87d4,2026-08-29T16:53:37.542969+00:00,ins_e5f586476d13,ceo,orders,North,7390.77,0.0,7377.95,12.78,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_959e19db73b8,2026-08-29T16:53:37.702234+00:00,ins_5b1fd87194da,ceo,revenue,North,7549.67,0.0,7478.21,71.4,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b55c632d11f3,2026-08-29T16:53:38.308195+00:00,ins_8cdf4e4763b1,ceo,orders,North,1493.95,0.0,1493.07,0.85,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_740b12430b09,2026-08-29T16:53:39.478167+00:00,ins_9dc47b02b218,ceo,conversion_rate,North,1155.88,0.0,1155.3,0.55,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_12232b516366,2026-08-29T16:53:42.831490+00:00,ins_143967b87769,ceo,conversion_rate,North,3158.86,0.0,3156.55,2.27,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_ecd014e74aef,2026-08-29T16:53:44.886206+00:00,ins_5e9e65c14289,ceo,orders,North,5109.96,0.0,4978.19,131.71,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_3c0b6e9d48c4,2026-08-29T16:53:44.901907+00:00,ins_5eb1292aef23,ceo,conversion_rate,North,4565.49,0.0,4553.57,11.87,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_a92bcb55f857,2026-08-29T16:53:46.170147+00:00,ins_70bc954e3e3d,ceo,aov,North,4540.13,0.0,4391.3,148.78,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_293be7a50dd8,2026-08-29T16:53:48.782432+00:00,ins_c4217d133baf,ceo,aov,North,3745.63,0.0,3737.28,8.29,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7ae91a11ce1a,2026-08-29T16:53:51.917600+00:00,ins_def5a21a3612,ceo,aov,North,4762.25,0.0,4744.19,17.96,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d9777009ecf0,2026-08-29T16:53:52.056110+00:00,ins_bb1bc43f724b,ceo,conversion_rate,North,5051.17,0.0,4935.64,115.45,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_381cc9d6d36f,2026-08-29T16:53:53.367262+00:00,ins_c62c8bf81111,ceo,gross_margin,North,4801.49,0.0,4726.78,74.62,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3a08bf77f095,2026-08-29T16:53:53.823045+00:00,ins_66d0df277411,ceo,gross_margin,North,2803.66,0.0,2802.86,0.75,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d582e1cbc5f4,2026-08-29T16:53:57.622267+00:00,ins_326cfe7fb4a7,ceo,gross_margin,North,3595.0,0.0,3594.36,0.6,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_23a1240b7561,2026-08-29T16:53:57.684190+00:00,ins_7a9021107c00,ceo,aov,North,3388.71,0.0,3388.06,0.61,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_a8c35eb4eb3b,2026-08-29T16:54:00.917433+00:00,ins_c50ccc385bdd,ceo,gross_margin,North,1169.6,0.0,1168.98,0.59,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_9a38348edf06,2026-08-29T16:55:26.418607+00:00,ins_2299e2048ff0,ceo,orders,North,2341.06,0.0,2339.24,1.73,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_58a17bfa4f2a,2026-08-29T16:55:30.043952+00:00,ins_c047cd11efd6,ceo,revenue,North,1567.82,0.0,1562.33,0.94,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_6ebe1732e583,2026-08-29T16:55:33.225181+00:00,ins_9fd2eebd22f9,ceo,orders,North,1146.51,0.0,1145.76,0.7,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_e1e0f22f6bfb,2026-08-29T16:55:36.350854+00:00,ins_9b42962009d7,ceo,conversion_rate,North,1072.0,0.0,1071.33,0.63,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_b934d8427325,2026-08-29T16:55:40.587494+00:00,ins_cb9da0edf62b,ceo,aov,North,2181.76,0.0,2179.96,1.69,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_15824fc909a2,2026-08-29T16:55:45.127682+00:00,ins_201b89e2962f,ceo,gross_margin,North,2501.05,0.0,2499.3,1.63,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0ebdc8ca80a0,2026-08-29T16:55:59.278686+00:00,ins_09c2d23baba1,ceo,orders,North,2319.8,0.0,2318.88,0.86,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_414778e3f134,2026-08-29T16:56:03.903235+00:00,ins_0335294f703f,ceo,revenue,North,2561.71,0.0,2559.19,2.37,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_c7dc84237c7f,2026-08-29T16:56:07.937318+00:00,ins_b1e4d0616364,ceo,orders,North,1985.58,0.0,1984.52,0.96,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_af280271d29b,2026-08-29T16:56:12.388419+00:00,ins_cd20b61b0482,ceo,conversion_rate,North,2412.72,0.0,2411.67,0.99,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_5f92b33904b9,2026-08-29T16:56:16.067655+00:00,ins_8c34e9f1476d,ceo,aov,North,1637.55,0.0,1636.94,0.57,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_1b0f929aa218,2026-08-29T16:56:19.231475+00:00,ins_c07270dba1a8,ceo,gross_margin,North,1107.84,0.0,1107.22,0.59,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_eb080847b69f,2026-08-29T16:58:13.777637+00:00,ins_6a3cbfc48a06,ceo,orders,North,2652.82,0.0,2650.94,1.76,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_45c9592b5e55,2026-08-29T16:58:18.353019+00:00,ins_57f12d95c379,ceo,revenue,North,2520.97,0.0,2519.94,0.96,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_57a3c863fe51,2026-08-29T16:58:22.915199+00:00,ins_7080471ff92f,ceo,orders,North,2509.31,0.0,2507.26,1.94,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_c667ebf59fd7,2026-08-29T16:58:27.661038+00:00,ins_3606854dc400,ceo,conversion_rate,North,2687.99,0.0,2686.27,1.63,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_702bc856dc83,2026-08-29T16:58:32.144054+00:00,ins_8d13b99e587d,ceo,aov,North,2417.7,0.0,2415.83,1.75,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b653e3dd7b07,2026-08-29T16:58:36.644298+00:00,ins_b10f5e9c1062,ceo,gross_margin,North,2447.07,0.0,2446.2,0.83,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3e63a25a852b,2026-08-29T16:58:45.532579+00:00,ins_95f937166cf3,ceo,orders,North,2476.4,0.0,2474.63,1.65,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_3a6a03400977,2026-08-29T16:58:50.151657+00:00,ins_6752753df7ce,ceo,orders,North,2763.79,0.0,2761.81,1.87,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_736b59664051,2026-08-29T16:58:53.303347+00:00,ins_430f21e2f51d,ceo,revenue,North,1108.55,0.0,1107.84,0.67,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_447bbb3d8dab,2026-08-29T16:58:56.811403+00:00,ins_91a93e317fe6,ceo,orders,North,1467.79,0.0,1466.15,1.56,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_1beead4e6710,2026-08-29T16:59:01.207588+00:00,ins_9b4845b08f34,ceo,conversion_rate,North,2350.8,0.0,2349.7,0.99,0.08,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_2d5c93cdcf42,2026-08-29T16:59:04.481631+00:00,ins_7c202d9b3b8b,ceo,aov,North,1220.23,0.0,1219.51,0.68,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8b1b50ac261b,2026-08-29T16:59:07.831613+00:00,ins_c2676704afbf,ceo,gross_margin,North,1292.18,0.0,1291.29,0.82,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_2ac0df0919d9,2026-08-29T16:59:15.235223+00:00,ins_4db61e952c4e,ceo,orders,North,1132.08,0.0,1131.41,0.63,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_21da77fe8368,2026-08-29T17:01:00.338413+00:00,ins_472100c12ac3,ceo,orders,North,2563.33,0.0,2562.5,0.79,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_ca0a6037fb1c,2026-08-29T17:01:03.487254+00:00,ins_4cc260616be1,ceo,revenue,North,1104.36,0.0,1103.63,0.68,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_69e5b4860880,2026-08-29T17:01:06.633265+00:00,ins_c2edc965f86e,ceo,orders,North,1088.45,0.0,1087.8,0.6,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_fb3f84add92b,2026-08-29T17:01:09.803087+00:00,ins_96ac213ed3fb,ceo,conversion_rate,North,1099.86,0.0,1099.25,0.58,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_8d8885125b18,2026-08-29T17:01:12.946069+00:00,ins_0222f5c63904,ceo,aov,North,1106.14,0.0,1105.49,0.62,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_96e5c17e1042,2026-08-29T17:01:16.137986+00:00,ins_dcb53d1cc96c,ceo,gross_margin,North,1109.18,0.0,1108.58,0.56,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_e955b878616a,2026-08-29T17:01:23.534740+00:00,ins_04f77a5e54c9,ceo,orders,North,1089.52,0.0,1088.89,0.6,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_3fb6c06375f8,2026-08-29T17:09:14.772658+00:00,ins_9f118b2f13ae,ceo,orders,North,5676.63,0.0,5674.42,2.11,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_9ef8be0606b6,2026-08-29T17:09:14.846574+00:00,ins_b853c31bbcad,ceo,orders,North,5482.36,0.0,5480.48,1.78,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_73c63bef7026,2026-08-29T17:09:20.931487+00:00,ins_219efe6bbe99,ceo,revenue,North,4101.9,0.0,4100.57,1.25,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_1bd64af98b01,2026-08-29T17:09:20.975040+00:00,ins_6b2a2211e919,ceo,revenue,North,3902.48,0.0,3901.59,0.83,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_24c618af3b92,2026-08-29T17:09:25.688330+00:00,ins_4a5264a4bc16,ceo,orders,North,2705.93,0.0,2705.04,0.85,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_ccdf35a29933,2026-08-29T17:09:25.724655+00:00,ins_a9ecc9dedec9,ceo,orders,North,2693.77,0.0,2693.1,0.63,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_6e1de317fd97,2026-08-29T17:09:30.428796+00:00,ins_e9cb77561b38,ceo,conversion_rate,North,2704.79,0.0,2704.09,0.65,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_3586be4c1366,2026-08-29T17:09:30.485242+00:00,ins_bc144b2c6542,ceo,conversion_rate,North,2617.15,0.0,2616.55,0.57,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_62d5985effed,2026-08-29T17:09:35.287463+00:00,ins_1bad1045dd63,ceo,aov,North,2793.48,0.0,2792.36,1.08,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d512fea8a74c,2026-08-29T17:09:35.331672+00:00,ins_0b16c4301af7,ceo,aov,North,2723.15,0.0,2722.19,0.91,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_41f82a941da0,2026-08-29T17:09:40.148745+00:00,ins_410d9c65da50,ceo,gross_margin,North,2803.99,0.0,2803.01,0.94,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0b1375520c27,2026-08-29T17:09:40.190686+00:00,ins_f4565e1fa58b,ceo,gross_margin,North,2739.28,0.0,2738.59,0.65,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7ccec58ac127,2026-08-29T17:10:59.981914+00:00,ins_dfe26d4d2931,ceo,orders,North,2785.13,0.0,2784.18,0.9,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_c9da908e5071,2026-08-29T17:11:04.725323+00:00,ins_c25e73b5813a,ceo,revenue,North,2616.38,0.0,2609.36,0.87,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_48e82c01067c,2026-08-29T17:11:08.388352+00:00,ins_b60314799302,ceo,orders,North,1607.94,0.0,1607.11,0.78,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_4f7da8731350,2026-08-29T17:11:13.483912+00:00,ins_f5df55c5b1eb,ceo,conversion_rate,North,3043.35,0.0,3041.44,1.79,0.08,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_dd8cea08697f,2026-08-29T17:11:17.918335+00:00,ins_98b31743567f,ceo,aov,North,2360.07,0.0,2358.46,1.51,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_a67fa82ca622,2026-08-29T17:11:22.112696+00:00,ins_8bf07a0c9bf8,ceo,gross_margin,North,2123.05,0.0,2122.03,0.94,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_test_999,2026-08-29T12:00:00Z,ins_test_123,ceo,revenue,North,45.2,0.0,32.1,5.0,0.0,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_6e3747cea120,2026-08-29T17:11:27.118603+00:00,ins_ba8859b62a47,ceo,revenue,North,1185.14,0.0,1184.4,0.69,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_44a9250a822c,2026-08-29T17:11:28.317438+00:00,ins_681afec71374,ceo,revenue,North,1186.52,0.0,1185.88,0.59,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_94cc6bd17f45,2026-08-29T17:11:29.733977+00:00,ins_936666b1983b,ceo,revenue,North,1410.04,0.0,1408.61,1.33,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_e5c079fd2f0f,2026-08-29T17:11:31.786303+00:00,ins_9f8069b5a3e2,ceo,revenue,North,2044.84,0.0,2042.3,2.36,0.11,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_53d9ce69a1d9,2026-08-29T17:11:34.136051+00:00,ins_485a5a7b1e00,ceo,revenue,North,2341.54,0.0,2340.27,1.18,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_be33f0b3ec5b,2026-08-29T17:11:59.030294+00:00,ins_89a6cdd4bc4d,ceo,revenue,North,2274.76,0.0,2273.97,0.72,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0ae030d90667,2026-08-29T17:12:05.287503+00:00,ins_119202e54419,ceo,revenue,North,5074.83,0.0,5057.05,17.68,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_199395d22bd5,2026-08-29T17:12:06.484674+00:00,ins_42ef6ed38e03,ceo,revenue,North,5273.28,0.0,5253.6,19.61,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_28dedea2815b,2026-08-29T17:12:08.359815+00:00,ins_04b494d3659c,ceo,revenue,North,3113.95,0.0,3107.68,6.22,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3407e9fb5c33,2026-08-29T17:12:14.017430+00:00,ins_431846ce4eb0,ceo,revenue,North,6559.52,0.0,6542.21,17.27,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7ffd0f27f705,2026-08-29T17:12:14.017430+00:00,ins_e65d91fff65e,ceo,revenue,North,6492.19,0.0,6480.16,11.98,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3386eda3b3cc,2026-08-29T17:12:15.553882+00:00,ins_98e19dc4827f,ceo,orders,North,6684.57,0.0,6682.76,1.71,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_df9c4dd37dc2,2026-08-29T17:12:15.616896+00:00,ins_c368ca734ba2,ceo,revenue,North,5052.72,0.0,5051.88,0.79,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8ff415d01f2a,2026-08-29T17:12:23.544989+00:00,ins_c2527ee0e7d2,ceo,revenue,North,7368.41,0.0,7288.75,79.56,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_53aae706143d,2026-08-29T17:12:24.262154+00:00,ins_90a1fde27abe,ceo,orders,North,8048.85,0.0,7918.59,130.2,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_0a5f63aec0fe,2026-08-29T17:12:26.532571+00:00,ins_b045934d3a31,ceo,orders,North,8776.73,0.0,8758.23,18.44,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_8d78233f7b99,2026-08-29T17:12:26.537099+00:00,ins_9a52843b3f59,ceo,conversion_rate,North,8908.24,0.0,8902.56,5.62,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_accb0c734e3c,2026-08-29T17:12:29.187379+00:00,ins_5977c38f214e,ceo,orders,North,6976.51,0.0,6965.33,11.13,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_5f3ecd07943e,2026-08-29T17:12:31.026807+00:00,ins_07b1e48a04a4,ceo,orders,North,5343.58,0.0,5200.0,143.53,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_6e6d2fbaa72b,2026-08-29T17:12:32.390742+00:00,ins_e5015ec4d2d9,ceo,conversion_rate,North,5855.36,0.0,5823.95,31.37,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
