order_id,line_id,order_ts,date,region,channel,product_id,category,quantity,unit_price,discount_pct,return_flag,return_value,returns_value,cogs,net_revenue
O00000044,O00000044_1,2025-05-01 20:53:00,2025-05-01,North,App,P025,Beauty,1,2014.21,0.0231,0,0.0,0.0,1302.55,1967.68
O00000045,O00000045_1,2025-05-01 05:26:00,2025-05-01,North,App,P015,Home,2,4958.46,0.0243,0,0.0,0.0,6163.1,9675.94
O00000046,O00000046_1,2025-05-01 06:30:00,2025-05-01,North,App,P004,Electronics,1,16325.14,0.0328,0,0.0,0.0,10879.52,15789.68
O00000047,O00000047_1,2025-05-01 03:17:00,2025-05-01,North,App,P021,Beauty,1,1672.57,0.0167,0,0.0,0.0,1062.63,1644.64
O00000048,O00000048_1,2025-05-01 15:52:00,2025-05-01,North,App,P006,Electronics,1,17617.07,0.0225,0,0.0,0.0,11001.08,17220.69
O00000049,O00000049_1,2025-05-01 03:37:00,2025-05-01,North,App,P014,Home,1,4815.92,0.0194,0,0.0,0.0,3069.0,4722.49
O00000050,O00000050_1,2025-05-01 05:54:00,2025-05-01,North,App,P036,Grocery,1,961.85,0.0231,0,0.0,0.0,643.43,939.63
O00000051,O00000051_1,2025-05-01 07:34:00,2025-05-01,North,App,P023,Beauty,1,1852.26,0.0347,0,0.0,0.0,1215.56,1787.99
O00000052,O00000052_1,2025-05-01 00:35:00,2025-05-01,North,App,P045,Fashion,1,3353.6,0.0283,0,0.0,0.0,2303.53,3258.69
O00000053,O00000053_1,2025-05-01 17:51:00,2025-05-01,North,App,P058,Sports,1,4872.7,0.0193,0,0.0,0.0,2998.94,4778.66
O00000054,O00000054_1,2025-05-01 01:13:00,2025-05-01,North,App,P010,Electronics,1,21192.92,0.0152,1,20870.79,20870.79,13899.05,0.0
O00000055,O00000055_1,2025-05-01 00:28:00,2025-05-01,North,App,P029,Beauty,1,2354.72,0.0354,0,0.0,0.0,1502.74,2271.36
O00000056,O00000056_1,2025-05-01 04:23:00,2025-05-01,North,App,P012,Home,1,4438.36,0.0384,0,0.0,0.0,2791.19,4267.93
O00000057,O00000057_1,2025-05-01 20:29:00,2025-05-01,North,Marketplace,P019,Home,1,5956.48,0.0148,0,0.0,0.0,3774.03,5868.32
O00000058,O00000058_1,2025-05-01 05:38:00,2025-05-01,North,Marketplace,P028,Beauty,2,2233.86,0.0257,0,0.0,0.0,2964.47,4352.9
O00000059,O00000059_1,2025-05-01 03:53:00,2025-05-01,North,Marketplace,P051,Sports,3,3634.55,0.025,0,0.0,0.0,6786.58,10631.06
O00000060,O00000060_1,2025-05-01 03:37:00,2025-05-01,North,Marketplace,P005,Electronics,3,17325.29,0.0266,0,0.0,0.0,33666.34,50593.31
O00000061,O00000061_1,2025-05-01 11:52:00,2025-05-01,North,Marketplace,P048,Fashion,1,3616.75,0.0371,0,0.0,0.0,2260.83,3482.57
O00000062,O00000062_1,2025-05-01 18:02:00,2025-05-01,North,Marketplace,P035,Grocery,1,922.75,0.0437,0,0.0,0.0,518.01,882.43
O00000063,O00000063_1,2025-05-01 21:04:00,2025-05-01,North,Marketplace,P041,Fashion,2,2697.89,0.0366,0,0.0,0.0,3478.02,5198.29
O00000064,O00000064_1,2025-05-01 14:55:00,2025-05-01,North,Marketplace,P043,Fashion,1,3024.94,0.0133,1,2984.71,2984.71,2001.69,0.0
O00000065,O00000065_1,2025-05-01 16:43:00,2025-05-01,North,Marketplace,P025,Beauty,2,2030.07,0.0244,1,3961.07,3961.07,2585.81,0.0
O00000066,O00000066_1,2025-05-01 18:27:00,2025-05-01,North,Marketplace,P001,Electronics,1,14470.72,0.0187,0,0.0,0.0,8947.97,14200.12
O00000067,O00000067_1,2025-05-01 22:52:00,2025-05-01,North,Marketplace,P031,Grocery,1,781.3,0.0301,0,0.0,0.0,493.15,757.78
O00000068,O00000068_1,2025-05-01 23:01:00,2025-05-01,North,Marketplace,P050,Fashion,1,3926.84,0.0362,1,3784.69,3784.69,2451.99,0.0
O00000069,O00000069_1,2025-05-01 23:47:00,2025-05-01,North,Marketplace,P009,Electronics,2,20299.76,0.0147,0,0.0,0.0,26982.59,40002.71
O00000070,O00000070_1,2025-05-01 10:54:00,2025-05-01,North,Marketplace,P058,Sports,1,4960.06,0.0453,0,0.0,0.0,3120.28,4735.37
O00000071,O00000071_1,2025-05-01 02:41:00,2025-05-01,North,Marketplace,P010,Electronics,3,21164.86,0.0265,0,0.0,0.0,42189.59,61811.97
O00000072,O00000072_1,2025-05-01 19:30:00,2025-05-01,North,Web,P003,Electronics,2,15902.68,0.0212,0,0.0,0.0,20190.59,31131.09
O00000073,O00000073_1,2025-05-01 16:44:00,2025-05-01,North,Web,P032,Grocery,1,782.81,0.0176,1,769.03,769.03,527.27,0.0
O00000074,O00000074_1,2025-05-01 10:01:00,2025-05-01,North,Web,P052,Sports,1,3830.29,0.0228,0,0.0,0.0,2570.98,3742.96
O00000075,O00000075_1,2025-05-01 20:26:00,2025-05-01,North,Web,P059,Sports,2,5019.22,0.0306,0,0.0,0.0,6306.59,9731.26
O00000076,O00000076_1,2025-05-01 06:09:00,2025-05-01,North,Web,P015,Home,2,4922.85,0.0481,0,0.0,0.0,6220.08,9372.12
O00000077,O00000077_1,2025-05-01 20:55:00,2025-05-01,North,Web,P042,Fashion,1,2773.28,0.0251,0,0.0,0.0,1760.2,2703.67
O00000078,O00000078_1,2025-05-01 13:13:00,2025-05-01,North,Web,P002,Electronics,1,15014.69,0.0132,0,0.0,0.0,9655.88,14816.5
O00000079,O00000079_1,2025-05-01 03:21:00,2025-05-01,North,Web,P035,Grocery,2,915.5,0.0172,0,0.0,0.0,1195.52,1799.51
O00000080,O00000080_1,2025-05-01 01:56:00,2025-05-01,North,Web,P025,Beauty,1,2068.12,0.0164,0,0.0,0.0,1339.7,2034.2
O00000081,O00000081_1,2025-05-01 17:05:00,2025-05-01,North,Web,P008,Electronics,2,18673.62,0.0303,0,0.0,0.0,22304.76,36215.62
O00000082,O00000082_1,2025-05-01 00:51:00,2025-05-01,North,Web,P060,Sports,3,4995.64,0.0159,0,0.0,0.0,9448.31,14748.63
O00000083,O00000083_1,2025-05-01 10:20:00,2025-05-01,North,Web,P013,Home,2,4703.48,0.0215,0,0.0,0.0,6363.3,9204.71
O00000084,O00000084_1,2025-05-01 11:56:00,2025-05-01,North,Web,P057,Sports,1,4502.34,0.0216,0,0.0,0.0,3133.57,4405.09
O00000085,O00000085_1,2025-05-01 10:45:00,2025-05-01,North,Web,P028,Beauty,1,2206.55,0.0382,0,0.0,0.0,1382.91,2122.26
O00000086,O00000086_1,2025-05-01 23:09:00,2025-05-01,North,Web,P002,Electronics,1,15022.5,0.0402,0,0.0,0.0,9516.02,14418.6
O00000087,O00000087_1,2025-05-01 04:46:00,2025-05-01,North,Web,P007,Electronics,1,18810.78,0.0081,1,18658.41,18658.41,12170.5,0.0
O00000088,O00000088_1,2025-05-01 07:38:00,2025-05-01,North,Web,P018,Home,3,5519.31,0.0406,0,0.0,0.0,10377.65,15885.68
O00000089,O00000089_1,2025-05-01 17:38:00,2025-05-01,North,Web,P050,Fashion,2,3905.98,0.0322,0,0.0,0.0,5027.15,7560.41
O00000090,O00000090_1,2025-05-01 03:20:00,2025-05-01,North,Web,P053,Sports,3,3882.2,0.0225,0,0.0,0.0,7623.9,11384.55
O00000091,O00000091_1,2025-05-01 18:42:00,2025-05-01,North,Web,P004,Electronics,1,16394.02,0.0158,0,0.0,0.0,10926.1,16134.99
O00000092,O00000092_1,2025-05-01 03:57:00,2025-05-01,South,App,P032,Grocery,3,816.2,0.0557,0,0.0,0.0,1580.71,2312.21
O00000093,O00000093_1,2025-05-01 10:33:00,2025-05-01,South,App,P029,Beauty,1,2286.21,0.0176,0,0.0,0.0,1520.56,2245.97
O00000094,O00000094_1,2025-05-01 12:44:00,2025-05-01,South,App,P037,Grocery,3,966.99,0.0236,0,0.0,0.0,1936.05,2832.51
O00000095,O00000095_1,2025-05-01 02:53:00,2025-05-01,South,App,P047,Fashion,2,3648.38,0.0295,0,0.0,0.0,4616.41,7081.51
O00000096,O00000096_1,2025-05-01 12:47:00,2025-05-01,South,App,P033,Grocery,3,822.61,0.0283,0,0.0,0.0,1519.78,2397.99
O00000097,O00000097_1,2025-05-01 12:23:00,2025-05-01,South,App,P026,Beauty,2,2105.02,0.0212,0,0.0,0.0,2639.59,4120.79
O00000098,O00000098_1,2025-05-01 23:19:00,2025-05-01,South,App,P019,Home,1,5937.41,0.0239,0,0.0,0.0,3593.34,5795.51
O00000099,O00000099_1,2025-05-01 05:10:00,2025-05-01,South,App,P046,Fashion,1,3343.11,0.0408,0,0.0,0.0,2173.65,3206.71
O00000100,O00000100_1,2025-05-01 21:01:00,2025-05-01,South,App,P043,Fashion,3,2929.02,0.0397,0,0.0,0.0,5604.1,8438.21
O00000101,O00000101_1,2025-05-01 11:08:00,2025-05-01,South,App,P023,Beauty,1,1891.42,0.0317,0,0.0,0.0,1142.68,1831.46
O00000102,O00000102_1,2025-05-01 09:44:00,2025-05-01,South,App,P011,Home,2,4207.06,0.0549,0,0.0,0.0,5147.22,7952.18
O00000103,O00000103_1,2025-05-01 05:08:00,2025-05-01,South,App,P048,Fashion,1,3557.69,0.0074,0,0.0,0.0,2505.38,3531.36
O00000104,O00000104_1,2025-05-01 05:15:00,2025-05-01,South,App,P023,Beauty,3,1850.59,0.03,0,0.0,0.0,3592.62,5385.22
O00000105,O00000105_1,2025-05-01 18:14:00,2025-05-01,South,App,P016,Home,2,5228.88,0.0281,0,0.0,0.0,6363.2,10163.9
O00000106,O00000106_1,2025-05-01 16:44:00,2025-05-01,South,App,P057,Sports,1,4800.06,0.0239,0,0.0,0.0,3009.44,4685.34
O00000107,O00000107_1,2025-05-01 14:08:00,2025-05-01,South,Marketplace,P003,Electronics,1,15992.62,0.0017,0,0.0,0.0,10490.21,15965.43
O00000108,O00000108_1,2025-05-01 15:01:00,2025-05-01,South,Marketplace,P041,Fashion,1,2715.9,0.0289,0,0.0,0.0,1626.71,2637.41
O00000109,O00000109_1,2025-05-01 19:58:00,2025-05-01,South,Marketplace,P006,Electronics,1,18566.35,0.0,0,0.0,0.0,12724.91,18566.35
O00000110,O00000110_1,2025-05-01 16:31:00,2025-05-01,South,Marketplace,P027,Beauty,2,2144.74,0.0415,0,0.0,0.0,2598.63,4111.47
O00000111,O00000111_1,2025-05-01 12:47:00,2025-05-01,South,Marketplace,P007,Electronics,3,18658.03,0.0156,0,0.0,0.0,36805.72,55100.89
O00000112,O00000112_1,2025-05-01 12:28:00,2025-05-01,South,Marketplace,P032,Grocery,1,821.06,0.0151,0,0.0,0.0,556.16,808.66
O00000113,O00000113_1,2025-05-01 12:54:00,2025-05-01,South,Marketplace,P044,Fashion,1,3149.9,0.0149,0,0.0,0.0,2047.71,3102.97
O00000114,O00000114_1,2025-05-01 17:03:00,2025-05-01,South,Marketplace,P001,Electronics,1,14235.02,0.0374,1,13702.63,13702.63,8461.01,0.0
O00000115,O00000115_1,2025-05-01 06:21:00,2025-05-01,South,Marketplace,P031,Grocery,1,764.45,0.0194,0,0.0,0.0,494.26,749.62
O00000116,O00000116_1,2025-05-01 11:42:00,2025-05-01,South,Marketplace,P048,Fashion,1,3636.77,0.0078,0,0.0,0.0,2378.77,3608.4
O00000117,O00000117_1,2025-05-01 00:54:00,2025-05-01,South,Marketplace,P040,Grocery,2,1111.19,0.0262,0,0.0,0.0,1466.23,2164.15
O00000118,O00000118_1,2025-05-01 22:03:00,2025-05-01,South,Marketplace,P011,Home,1,4035.77,0.015,0,0.0,0.0,2580.48,3975.23
O00000119,O00000119_1,2025-05-01 18:37:00,2025-05-01,South,Web,P021,Beauty,2,1687.31,0.0344,0,0.0,0.0,2058.23,3258.53
O00000120,O00000120_1,2025-05-01 18:24:00,2025-05-01,South,Web,P046,Fashion,3,3448.01,0.0291,0,0.0,0.0,6280.14,10043.02
O00000121,O00000121_1,2025-05-01 12:53:00,2025-05-01,South,Web,P011,Home,1,4149.03,0.0303,1,4023.31,4023.31,2830.67,0.0
O00000122,O00000122_1,2025-05-01 15:08:00,2025-05-01,South,Web,P027,Beauty,3,2193.13,0.0305,0,0.0,0.0,4217.75,6378.72
O00000123,O00000123_1,2025-05-01 21:15:00,2025-05-01,South,Web,P023,Beauty,1,1894.78,0.0101,0,0.0,0.0,1260.77,1875.64
O00000124,O00000124_1,2025-05-01 07:39:00,2025-05-01,South,Web,P019,Home,3,5888.51,0.0098,0,0.0,0.0,11765.93,17492.41
O00000125,O00000125_1,2025-05-01 06:36:00,2025-05-01,South,Web,P038,Grocery,2,1026.4,0.0261,0,0.0,0.0,1443.23,1999.22
O00000126,O00000126_1,2025-05-01 10:59:00,2025-05-01,South,Web,P014,Home,1,4817.64,0.0253,0,0.0,0.0,3267.71,4695.75
O00000127,O00000127_1,2025-05-01 14:22:00,2025-05-01,South,Web,P024,Beauty,2,1949.17,0.0205,0,0.0,0.0,2390.2,3818.42
O00000128,O00000128_1,2025-05-01 06:31:00,2025-05-01,South,Web,P059,Sports,1,5136.95,0.0098,0,0.0,0.0,3342.09,5086.61
O00000129,O00000129_1,2025-05-01 01:35:00,2025-05-01,South,Web,P060,Sports,1,5243.05,0.0181,0,0.0,0.0,3258.99,5148.15
O00000130,O00000130_1,2025-05-01 00:39:00,2025-05-01,South,Web,P057,Sports,1,4716.12,0.026,0,0.0,0.0,3025.27,4593.5
O00000131,O00000131_1,2025-05-01 00:56:00,2025-05-01,South,Web,P042,Fashion,2,2840.94,0.0398,0,0.0,0.0,3760.86,5455.74
O00000132,O00000132_1,2025-05-01 08:03:00,2025-05-01,South,Web,P005,Electronics,3,17204.72,0.0095,0,0.0,0.0,33841.51,51123.83
O00000133,O00000133_1,2025-05-01 02:00:00,2025-05-01,South,Web,P004,Electronics,1,16116.28,0.0335,0,0.0,0.0,9902.41,15576.38
O00000134,O00000134_1,2025-05-01 15:00:00,2025-05-01,South,Web,P052,Sports,1,3742.01,0.0363,0,0.0,0.0,2442.57,3606.18
O00000135,O00000135_1,2025-05-01 06:10:00,2025-05-01,South,Web,P001,Electronics,1,14416.08,0.0328,0,0.0,0.0,8976.57,13943.23
O00000136,O00000136_1,2025-05-01 19:19:00,2025-05-01,West,App,P033,Grocery,2,832.86,0.0499,0,0.0,0.0,984.28,1582.6
O00000137,O00000137_1,2025-05-01 01:29:00,2025-05-01,West,App,P052,Sports,3,3904.17,0.0179,0,0.0,0.0,7706.9,11502.86
O00000138,O00000138_1,2025-05-01 09:03:00,2025-05-01,West,App,P005,Electronics,1,17048.59,0.0191,0,0.0,0.0,11155.91,16722.96
O00000139,O00000139_1,2025-05-01 22:05:00,2025-05-01,West,App,P052,Sports,1,3799.92,0.012,0,0.0,0.0,2466.59,3754.32
O00000140,O00000140_1,2025-05-01 04:21:00,2025-05-01,West,App,P041,Fashion,1,2710.42,0.0256,0,0.0,0.0,1724.63,2641.03
O00000141,O00000141_1,2025-05-01 19:02:00,2025-05-01,West,App,P018,Home,2,5551.97,0.0298,0,0.0,0.0,7277.92,10773.04
O00000142,O00000142_1,2025-05-01 04:28:00,2025-05-01,West,App,P055,Sports,2,4357.0,0.0372,0,0.0,0.0,5492.27,8389.84
O00000143,O00000143_1,2025-05-01 01:45:00,2025-05-01,West,App,P011,Home,2,4140.54,0.0074,0,0.0,0.0,5738.8,8219.8
O00000144,O00000144_1,2025-05-01 05:30:00,2025-05-01,West,App,P058,Sports,3,4813.19,0.0233,0,0.0,0.0,8927.37,14103.13
O00000145,O00000145_1,2025-05-01 08:23:00,2025-05-01,West,App,P016,Home,1,5219.73,0.0355,0,0.0,0.0,3178.93,5034.43
O00000146,O00000146_1,2025-05-01 03:10:00,2025-05-01,West,App,P042,Fashion,1,2832.96,0.0253,1,2761.29,2761.29,1816.69,0.0
O00000147,O00000147_1,2025-05-01 15:00:00,2025-05-01,West,App,P051,Sports,1,3542.56,0.0114,0,0.0,0.0,2284.49,3502.17
O00000148,O00000148_1,2025-05-01 00:19:00,2025-05-01,West,App,P051,Sports,1,3573.81,0.0066,0,0.0,0.0,2213.03,3550.22
O00000149,O00000149_1,2025-05-01 21:18:00,2025-05-01,West,App,P032,Grocery,1,774.03,0.0049,0,0.0,0.0,515.68,770.24
O00000150,O00000150_1,2025-05-01 02:22:00,2025-05-01,West,App,P051,Sports,2,3575.59,0.0275,0,0.0,0.0,4587.01,6954.52
O00000151,O00000151_1,2025-05-01 16:38:00,2025-05-01,West,App,P042,Fashion,2,2925.82,0.0286,0,0.0,0.0,3683.91,5684.28
O00000152,O00000152_1,2025-05-01 17:35:00,2025-05-01,West,App,P060,Sports,3,5161.12,0.035,0,0.0,0.0,10191.05,14941.44
O00000153,O00000153_1,2025-05-01 04:45:00,2025-05-01,West,Marketplace,P009,Electronics,3,20570.88,0.0158,0,0.0,0.0,42710.66,60737.58
O00000154,O00000154_1,2025-05-01 09:16:00,2025-05-01,West,Marketplace,P014,Home,1,4815.71,0.0284,0,0.0,0.0,3301.13,4678.94
O00000155,O00000155_1,2025-05-01 23:44:00,2025-05-01,West,Marketplace,P052,Sports,1,3833.76,0.0224,0,0.0,0.0,2359.06,3747.88
O00000156,O00000156_1,2025-05-01 21:10:00,2025-05-01,West,Marketplace,P059,Sports,3,5142.27,0.0269,0,0.0,0.0,9664.63,15011.83
O00000157,O00000157_1,2025-05-01 13:41:00,2025-05-01,West,Marketplace,P024,Beauty,2,1982.05,0.0142,0,0.0,0.0,2615.35,3907.81
O00000158,O00000158_1,2025-05-01 03:29:00,2025-05-01,West,Marketplace,P011,Home,1,4003.86,0.0307,0,0.0,0.0,2611.52,3880.94
O00000159,O00000159_1,2025-05-01 12:12:00,2025-05-01,West,Marketplace,P022,Beauty,1,1790.53,0.0344,0,0.0,0.0,1196.65,1728.94
O00000160,O00000160_1,2025-05-01 05:48:00,2025-05-01,West,Marketplace,P018,Home,2,5762.02,0.036,0,0.0,0.0,7564.05,11109.17
O00000161,O00000161_1,2025-05-01 15:45:00,2025-05-01,West,Marketplace,P055,Sports,1,4332.78,0.0361,0,0.0,0.0,2686.18,4176.37
O00000162,O00000162_1,2025-05-01 11:38:00,2025-05-01,West,Marketplace,P023,Beauty,1,1849.65,0.0194,0,0.0,0.0,1180.73,1813.77
O00000163,O00000163_1,2025-05-01 23:37:00,2025-05-01,West,Marketplace,P016,Home,1,5139.27,0.0384,0,0.0,0.0,3165.92,4941.92
O00000164,O00000164_1,2025-05-01 20:49:00,2025-05-01,West,Marketplace,P050,Fashion,1,3922.72,0.0226,0,0.0,0.0,2533.96,3834.07
O00000165,O00000165_1,2025-05-01 04:51:00,2025-05-01,West,Marketplace,P044,Fashion,2,3076.46,0.0147,0,0.0,0.0,3696.5,6062.47
O00000166,O00000166_1,2025-05-01 02:07:00,2025-05-01,West,Web,P011,Home,2,4153.17,0.0433,0,0.0,0.0,4920.33,7946.68
O00000167,O00000167_1,2025-05-01 20:54:00,2025-05-01,West,Web,P022,Beauty,1,1795.56,0.0264,0,0.0,0.0,1179.66,1748.16
O00000168,O00000168_1,2025-05-01 11:56:00,2025-05-01,West,Web,P011,Home,3,4114.1,0.0168,0,0.0,0.0,7081.74,12134.95
O00000169,O00000169_1,2025-05-01 18:06:00,2025-05-01,West,Web,P035,Grocery,1,942.26,0.0159,0,0.0,0.0,604.23,927.28
O00000170,O00000170_1,2025-05-01 13:36:00,2025-05-01,West,Web,P001,Electronics,1,14815.52,0.0054,0,0.0,0.0,10381.04,14735.52
O00000171,O00000171_1,2025-05-01 23:55:00,2025-05-01,West,Web,P027,Beauty,1,2198.28,0.0329,0,0.0,0.0,1339.63,2125.96
O00000172,O00000172_1,2025-05-01 04:19:00,2025-05-01,West,Web,P003,Electronics,1,15752.76,0.0263,1,15338.46,15338.46,10735.76,0.0
O00000173,O00000173_1,2025-05-01 23:18:00,2025-05-01,West,Web,P007,Electronics,1,18291.72,0.042,0,0.0,0.0,12112.81,17523.47
O00000174,O00000174_1,2025-05-01 14:22:00,2025-05-01,West,Web,P057,Sports,1,4735.88,0.0237,0,0.0,0.0,2807.82,4623.64
O00000175,O00000175_1,2025-05-01 14:03:00,2025-05-01,West,Web,P029,Beauty,2,2387.02,0.0061,0,0.0,0.0,3087.21,4744.92
O00000176,O00000176_1,2025-05-01 00:36:00,2025-05-01,West,Web,P051,Sports,1,3589.06,0.0214,0,0.0,0.0,2287.8,3512.25
O00000177,O00000177_1,2025-05-01 04:58:00,2025-05-01,West,Web,P056,Sports,2,4532.22,0.0016,0,0.0,0.0,5425.69,9049.94
O00000178,O00000178_1,2025-05-01 06:46:00,2025-05-01,West,Web,P003,Electronics,1,15615.54,0.0218,0,0.0,0.0,9990.8,15275.12
O00000179,O00000179_1,2025-05-01 21:55:00,2025-05-01,West,Web,P052,Sports,2,3826.15,0.0253,0,0.0,0.0,4987.99,7458.7
O00000180,O00000180_1,2025-05-01 10:57:00,2025-05-01,West,Web,P055,Sports,1,4352.26,0.0382,0,0.0,0.0,2577.1,4186.0
